x,y,act_smi,pred_smi,residual
329760.0,4037640.0,0.1488001,0.0769703959695716,0.0718297040304283
329790.0,4037640.0,0.1740077,0.1184206156319721,0.0555870843680278
329820.0,4037640.0,0.1673645,0.117148008192216,0.0502164918077839
329850.0,4037640.0,0.1701478,0.1085360985350504,0.0616117014649495
329880.0,4037640.0,0.1779781,0.1183264780763096,0.0596516219236904
329910.0,4037640.0,0.1854601,0.1595501019433436,0.0259099980566563
329940.0,4037640.0,0.1995938,0.1716312183377656,0.0279625816622343
329970.0,4037640.0,0.2019459,0.171735873711067,0.030210026288933
330000.0,4037640.0,0.1959993,0.1694520463224489,0.026547253677551
330030.0,4037640.0,0.2101844,0.1870577262268339,0.023126673773166
330060.0,4037640.0,0.1886157,0.1718930817001304,0.0167226182998695
330090.0,4037640.0,0.1779475,0.164569901424657,0.013377598575343
330120.0,4037640.0,0.1867658,0.1304835148478374,0.0562822851521625
330150.0,4037640.0,0.1944136,0.1671113573876541,0.0273022426123458
330180.0,4037640.0,0.2090046,0.2151915979053874,-0.0061869979053874
330210.0,4037640.0,0.212158,0.2122254240289756,-6.74240289755823e-05
330240.0,4037640.0,0.1919706,0.1745471772260195,0.0174234227739804
330270.0,4037640.0,0.1821843,0.1279051987009846,0.0542791012990153
330300.0,4037640.0,0.1965196,0.1464227330604767,0.0500968669395232
330330.0,4037640.0,0.203204,0.1340634735530124,0.0691405264469876
330360.0,4037640.0,0.1808177,0.1301506569609166,0.0506670430390833
330390.0,4037640.0,0.1811798,0.1218378163910031,0.0593419836089968
330420.0,4037640.0,0.1860332,0.1253916435945143,0.0606415564054856
330450.0,4037640.0,0.1794133,0.1196087469665788,0.0598045530334211
330480.0,4037640.0,0.2120069,0.1725555945302669,0.039451305469733
330510.0,4037640.0,0.2099975,0.1682904449050932,0.0417070550949068
330540.0,4037640.0,0.1881021,0.1236611218970821,0.0644409781029178
330570.0,4037640.0,0.1805141,0.1101900208091546,0.0703240791908453
330600.0,4037640.0,0.1957524,0.1394044237834963,0.0563479762165036
330630.0,4037640.0,0.1943418,0.1639826300198494,0.0303591699801506
330660.0,4037640.0,0.1885025,0.1538055616254387,0.0346969383745612
330690.0,4037640.0,0.1915024,0.1364665780226602,0.0550358219773397
330720.0,4037640.0,0.1943852,0.1252637209841452,0.0691214790158548
330750.0,4037640.0,0.1933844,0.1182848898200552,0.0750995101799447
330780.0,4037640.0,0.1637463,0.0832206710121924,0.0805256289878075
330810.0,4037640.0,0.1563001,0.0757361024855677,0.0805639975144322
330840.0,4037640.0,0.178009,0.1094356847980946,0.0685733152019053
330870.0,4037640.0,0.1675159,0.1105717184027254,0.0569441815972745
330900.0,4037640.0,0.1668567,0.1140815553595237,0.0527751446404762
330930.0,4037640.0,0.1843919,0.1362479297250026,0.0481439702749973
330960.0,4037640.0,0.1743331,0.1123934319847639,0.061939668015236
330990.0,4037640.0,0.172808,0.0896924683997378,0.0831155316002621
331020.0,4037640.0,0.1664825,0.1031889748810382,0.0632935251189617
331050.0,4037640.0,0.18988,0.1131922133431158,0.0766877866568841
331080.0,4037640.0,0.186323,0.1210996978857639,0.065223302114236
331110.0,4037640.0,0.1942734,0.1783551217376204,0.0159182782623795
331140.0,4037640.0,0.2015408,0.165807447921192,0.0357333520788079
331170.0,4037640.0,0.1950411,0.1465604156172841,0.0484806843827158
331200.0,4037640.0,0.2070992,0.1868308891018359,0.020268310898164
331230.0,4037640.0,0.2013687,0.1821031288178497,0.0192655711821502
331260.0,4037640.0,0.1929571,0.1853958551556287,0.0075612448443712
331290.0,4037640.0,0.1925741,0.1805369155263884,0.0120371844736116
331320.0,4037640.0,0.2006543,0.1753129871025033,0.0253413128974967
331350.0,4037640.0,0.1793474,0.1323893732824323,0.0469580267175676
331380.0,4037640.0,0.1738824,0.1144377538017359,0.059444646198264
331410.0,4037640.0,0.181201,0.1420942801594997,0.0391067198405002
331440.0,4037640.0,0.1849685,0.142196492825756,0.0427720071742439
331470.0,4037640.0,0.1922351,0.1554658549224009,0.036769245077599
331500.0,4037640.0,0.1906669,0.144454353743713,0.046212546256287
331530.0,4037640.0,0.1953766,0.1495458544756901,0.0458307455243099
331560.0,4037640.0,0.1906889,0.1700029359164822,0.0206859640835178
331590.0,4037640.0,0.2053021,0.1856370441695488,0.0196650558304511
331620.0,4037640.0,0.1986766,0.2017943946601622,-0.0031177946601622
331650.0,4037640.0,0.1979713,0.2187210027042499,-0.0207497027042499
331680.0,4037640.0,0.205847,0.220041109268894,-0.014194109268894
331710.0,4037640.0,0.2081892,0.1978704600186311,0.0103187399813688
331740.0,4037640.0,0.1933055,0.1766308334886987,0.0166746665113012
331770.0,4037640.0,0.1639427,0.1031610118068013,0.0607816881931986
331800.0,4037640.0,0.1539291,0.0814852788288386,0.0724438211711614
331830.0,4037640.0,0.1672446,0.0994130461017329,0.067831553898267
331860.0,4037640.0,0.1777257,0.1182302707144234,0.0594954292855765
331890.0,4037640.0,0.2106578,0.1543105140046675,0.0563472859953325
331920.0,4037640.0,0.2285335,0.2102315977360629,0.018301902263937
331950.0,4037640.0,0.2146505,0.1883071379375508,0.0263433620624491
331980.0,4037640.0,0.1919901,0.1313705758069202,0.0606195241930798
332010.0,4037640.0,0.1806648,0.1343087115316986,0.0463560884683013
332040.0,4037640.0,0.2206378,0.2040434344692219,0.016594365530778
