OID_,X,Y,smi22_Clip_Band_1
65,331680.000000000000000,4037640.000000000000000,0.2058470
66,331710.000000000000000,4037640.000000000000000,0.2081892
67,331740.000000000000000,4037640.000000000000000,0.1933055
68,331770.000000000000000,4037640.000000000000000,0.1639427
69,331800.000000000000000,4037640.000000000000000,0.1539291
70,331830.000000000000000,4037640.000000000000000,0.1672446
71,331860.000000000000000,4037640.000000000000000,0.1777257
72,331890.000000000000000,4037640.000000000000000,0.2106578
73,331920.000000000000000,4037640.000000000000000,0.2285335
74,331950.000000000000000,4037640.000000000000000,0.2146505
75,331980.000000000000000,4037640.000000000000000,0.1919901
76,332010.000000000000000,4037640.000000000000000,0.1806648
77,332040.000000000000000,4037640.000000000000000,0.2206378
78,332070.000000000000000,4037640.000000000000000,0.1953290
79,332100.000000000000000,4037640.000000000000000,0.1668151
80,332130.000000000000000,4037640.000000000000000,0.1651628
81,332160.000000000000000,4037640.000000000000000,0.1839069
82,332190.000000000000000,4037640.000000000000000,0.1963755
83,332220.000000000000000,4037640.000000000000000,0.2035165
84,332250.000000000000000,4037640.000000000000000,0.2107271
85,332280.000000000000000,4037640.000000000000000,0.2150716
86,332310.000000000000000,4037640.000000000000000,0.2244664
87,332340.000000000000000,4037640.000000000000000,0.1975541
88,332370.000000000000000,4037640.000000000000000,0.1899088
89,332400.000000000000000,4037640.000000000000000,0.1833783
90,332430.000000000000000,4037640.000000000000000,0.1658818
91,332460.000000000000000,4037640.000000000000000,0.1678596
92,332490.000000000000000,4037640.000000000000000,0.1834662
93,332520.000000000000000,4037640.000000000000000,0.1983490
94,332550.000000000000000,4037640.000000000000000,0.2175135
95,332580.000000000000000,4037640.000000000000000,0.2103919
96,332610.000000000000000,4037640.000000000000000,0.1975832
97,332640.000000000000000,4037640.000000000000000,0.2124327
98,332670.000000000000000,4037640.000000000000000,0.2647384
99,332700.000000000000000,4037640.000000000000000,0.2474456
100,332730.000000000000000,4037640.000000000000000,0.2364585
101,332760.000000000000000,4037640.000000000000000,0.2134794
102,332790.000000000000000,4037640.000000000000000,0.1850992
103,332820.000000000000000,4037640.000000000000000,0.1763154
104,332850.000000000000000,4037640.000000000000000,0.1734176
105,332880.000000000000000,4037640.000000000000000,0.1685086
106,332910.000000000000000,4037640.000000000000000,0.1729433
107,332940.000000000000000,4037640.000000000000000,0.1624040
108,332970.000000000000000,4037640.000000000000000,0.1723008
109,333000.000000000000000,4037640.000000000000000,0.1887565
110,333030.000000000000000,4037640.000000000000000,0.1945382
111,333060.000000000000000,4037640.000000000000000,0.1971641
112,333090.000000000000000,4037640.000000000000000,0.2101691
113,333120.000000000000000,4037640.000000000000000,0.2228592
114,333150.000000000000000,4037640.000000000000000,0.2393228
115,333180.000000000000000,4037640.000000000000000,0.2648160
116,333210.000000000000000,4037640.000000000000000,0.2328482
117,333240.000000000000000,4037640.000000000000000,0.2652577
118,333270.000000000000000,4037640.000000000000000,0.2722510
119,333300.000000000000000,4037640.000000000000000,0.2564800
120,333330.000000000000000,4037640.000000000000000,0.3380255
121,333360.000000000000000,4037640.000000000000000,0.2726875
122,333390.000000000000000,4037640.000000000000000,0.2096418
123,333420.000000000000000,4037640.000000000000000,0.2248221
124,333450.000000000000000,4037640.000000000000000,0.1876211
125,333480.000000000000000,4037640.000000000000000,0.1773194
126,333510.000000000000000,4037640.000000000000000,0.1990547
127,333540.000000000000000,4037640.000000000000000,0.2040160
128,333570.000000000000000,4037640.000000000000000,0.2037807
129,333600.000000000000000,4037640.000000000000000,0.1834900
130,333630.000000000000000,4037640.000000000000000,0.2157420
131,333660.000000000000000,4037640.000000000000000,0.2312662
132,333690.000000000000000,4037640.000000000000000,0.2404935
133,333720.000000000000000,4037640.000000000000000,0.2339615
134,333750.000000000000000,4037640.000000000000000,0.2548263
135,333780.000000000000000,4037640.000000000000000,0.2143228
136,333810.000000000000000,4037640.000000000000000,0.1940763
137,333840.000000000000000,4037640.000000000000000,0.1963490
138,333870.000000000000000,4037640.000000000000000,0.2467031
139,333900.000000000000000,4037640.000000000000000,0.2520160
140,333930.000000000000000,4037640.000000000000000,0.2315872
141,333960.000000000000000,4037640.000000000000000,0.2242814
142,333990.000000000000000,4037640.000000000000000,0.2316868
143,334020.000000000000000,4037640.000000000000000,0.2591655
144,334050.000000000000000,4037640.000000000000000,0.2470409
145,334080.000000000000000,4037640.000000000000000,0.2268610
146,334110.000000000000000,4037640.000000000000000,0.2209617
147,329760.000000000000000,4037610.000000000000000,0.1652694
148,329790.000000000000000,4037610.000000000000000,0.1689124
149,329820.000000000000000,4037610.000000000000000,0.1726051
150,329850.000000000000000,4037610.000000000000000,0.1655562
151,329880.000000000000000,4037610.000000000000000,0.1719597
152,329910.000000000000000,4037610.000000000000000,0.1876021
153,329940.000000000000000,4037610.000000000000000,0.1886029
154,329970.000000000000000,4037610.000000000000000,0.1982888
155,330000.000000000000000,4037610.000000000000000,0.1953007
156,330030.000000000000000,4037610.000000000000000,0.1912533
157,330060.000000000000000,4037610.000000000000000,0.1700479
158,330090.000000000000000,4037610.000000000000000,0.1638874
159,330120.000000000000000,4037610.000000000000000,0.1929207
160,330150.000000000000000,4037610.000000000000000,0.1950979
161,330180.000000000000000,4037610.000000000000000,0.1966385
162,330210.000000000000000,4037610.000000000000000,0.2135966
163,330240.000000000000000,4037610.000000000000000,0.2077342
164,330270.000000000000000,4037610.000000000000000,0.2261603
165,330300.000000000000000,4037610.000000000000000,0.2226029
166,330330.000000000000000,4037610.000000000000000,0.2231755
167,330360.000000000000000,4037610.000000000000000,0.1872814
168,330390.000000000000000,4037610.000000000000000,0.1905823
169,330420.000000000000000,4037610.000000000000000,0.2017049
170,330450.000000000000000,4037610.000000000000000,0.1961549
171,330480.000000000000000,4037610.000000000000000,0.2371796
172,330510.000000000000000,4037610.000000000000000,0.2223813
173,330540.000000000000000,4037610.000000000000000,0.1870567
174,330570.000000000000000,4037610.000000000000000,0.1701377
175,330600.000000000000000,4037610.000000000000000,0.1697803
176,330630.000000000000000,4037610.000000000000000,0.1786082
177,330660.000000000000000,4037610.000000000000000,0.1847445
178,330690.000000000000000,4037610.000000000000000,0.1831304
179,330720.000000000000000,4037610.000000000000000,0.1766162
180,330750.000000000000000,4037610.000000000000000,0.1746310
181,330780.000000000000000,4037610.000000000000000,0.1654812
182,330810.000000000000000,4037610.000000000000000,0.1564846
183,330840.000000000000000,4037610.000000000000000,0.1691214
184,330870.000000000000000,4037610.000000000000000,0.1649973
185,330900.000000000000000,4037610.000000000000000,0.1667993
186,330930.000000000000000,4037610.000000000000000,0.1728039
187,330960.000000000000000,4037610.000000000000000,0.1688887
188,330990.000000000000000,4037610.000000000000000,0.1715029
189,331020.000000000000000,4037610.000000000000000,0.1794886
190,331050.000000000000000,4037610.000000000000000,0.1897573
191,331080.000000000000000,4037610.000000000000000,0.1720115
192,331110.000000000000000,4037610.000000000000000,0.2031440
193,331140.000000000000000,4037610.000000000000000,0.2047391
194,331170.000000000000000,4037610.000000000000000,0.1951241
195,331200.000000000000000,4037610.000000000000000,0.1929250
196,331230.000000000000000,4037610.000000000000000,0.1931315
197,331260.000000000000000,4037610.000000000000000,0.1894006
198,331290.000000000000000,4037610.000000000000000,0.1833907
199,331320.000000000000000,4037610.000000000000000,0.1929564
200,331350.000000000000000,4037610.000000000000000,0.1902926
201,331380.000000000000000,4037610.000000000000000,0.1785667
202,331410.000000000000000,4037610.000000000000000,0.1787098
203,331440.000000000000000,4037610.000000000000000,0.1801196
204,331470.000000000000000,4037610.000000000000000,0.1850989
205,331500.000000000000000,4037610.000000000000000,0.1867370
206,331530.000000000000000,4037610.000000000000000,0.1911028
207,331560.000000000000000,4037610.000000000000000,0.1909674
208,331590.000000000000000,4037610.000000000000000,0.2055159
209,331620.000000000000000,4037610.000000000000000,0.1942342
210,331650.000000000000000,4037610.000000000000000,0.1760984
211,331680.000000000000000,4037610.000000000000000,0.1711067
212,331710.000000000000000,4037610.000000000000000,0.1725466
213,331740.000000000000000,4037610.000000000000000,0.1670758
214,331770.000000000000000,4037610.000000000000000,0.1598464
215,331800.000000000000000,4037610.000000000000000,0.1716138
216,331830.000000000000000,4037610.000000000000000,0.1764102
217,331860.000000000000000,4037610.000000000000000,0.1705228
218,331890.000000000000000,4037610.000000000000000,0.2048033
219,331920.000000000000000,4037610.000000000000000,0.2163254
220,331950.000000000000000,4037610.000000000000000,0.1951467
221,331980.000000000000000,4037610.000000000000000,0.1837543
222,332010.000000000000000,4037610.000000000000000,0.1845530
223,332040.000000000000000,4037610.000000000000000,0.2085475
224,332070.000000000000000,4037610.000000000000000,0.1717320
225,332100.000000000000000,4037610.000000000000000,0.1664801
226,332130.000000000000000,4037610.000000000000000,0.1640586
227,332160.000000000000000,4037610.000000000000000,0.1855686
228,332190.000000000000000,4037610.000000000000000,0.2167572
229,332220.000000000000000,4037610.000000000000000,0.2279002
230,332250.000000000000000,4037610.000000000000000,0.1922062
231,332280.000000000000000,4037610.000000000000000,0.2107065
232,332310.000000000000000,4037610.000000000000000,0.2376024
233,332340.000000000000000,4037610.000000000000000,0.2412640
234,332370.000000000000000,4037610.000000000000000,0.1927818
235,332400.000000000000000,4037610.000000000000000,0.1704031
236,332430.000000000000000,4037610.000000000000000,0.1624376
237,332460.000000000000000,4037610.000000000000000,0.1644207
238,332490.000000000000000,4037610.000000000000000,0.1767923
239,332520.000000000000000,4037610.000000000000000,0.2088164
240,332550.000000000000000,4037610.000000000000000,0.2182810
241,332580.000000000000000,4037610.000000000000000,0.2106423
242,332610.000000000000000,4037610.000000000000000,0.2001300
243,332640.000000000000000,4037610.000000000000000,0.1715547
244,332670.000000000000000,4037610.000000000000000,0.1755566
245,332700.000000000000000,4037610.000000000000000,0.1958690
246,332730.000000000000000,4037610.000000000000000,0.2120336
247,332760.000000000000000,4037610.000000000000000,0.2128568
248,332790.000000000000000,4037610.000000000000000,0.2139957
249,332820.000000000000000,4037610.000000000000000,0.1810370
250,332850.000000000000000,4037610.000000000000000,0.1784614
251,332880.000000000000000,4037610.000000000000000,0.1732102
252,332910.000000000000000,4037610.000000000000000,0.1699847
253,332940.000000000000000,4037610.000000000000000,0.1694026
254,332970.000000000000000,4037610.000000000000000,0.1696076
255,333000.000000000000000,4037610.000000000000000,0.1843979
256,333030.000000000000000,4037610.000000000000000,0.1962230
257,333060.000000000000000,4037610.000000000000000,0.1956756
258,333090.000000000000000,4037610.000000000000000,0.2180404
259,333120.000000000000000,4037610.000000000000000,0.1954322
260,333150.000000000000000,4037610.000000000000000,0.1996924
261,333180.000000000000000,4037610.000000000000000,0.2358657
262,333210.000000000000000,4037610.000000000000000,0.2215819
263,333240.000000000000000,4037610.000000000000000,0.2349327
264,333270.000000000000000,4037610.000000000000000,0.3275918
265,333300.000000000000000,4037610.000000000000000,0.2444697
266,333330.000000000000000,4037610.000000000000000,0.4046368
267,333360.000000000000000,4037610.000000000000000,0.2867770
268,333390.000000000000000,4037610.000000000000000,0.2172150
269,333420.000000000000000,4037610.000000000000000,0.2105518
270,333450.000000000000000,4037610.000000000000000,0.2136699
271,333480.000000000000000,4037610.000000000000000,0.1628439
272,333510.000000000000000,4037610.000000000000000,0.1981366
273,333540.000000000000000,4037610.000000000000000,0.2134874
274,333570.000000000000000,4037610.000000000000000,0.2207088
275,333600.000000000000000,4037610.000000000000000,0.1919983
276,333630.000000000000000,4037610.000000000000000,0.1916674
277,333660.000000000000000,4037610.000000000000000,0.2419244
278,333690.000000000000000,4037610.000000000000000,0.2882861
279,333720.000000000000000,4037610.000000000000000,0.2886583
280,333750.000000000000000,4037610.000000000000000,0.2536661
281,333780.000000000000000,4037610.000000000000000,0.2198546
282,333810.000000000000000,4037610.000000000000000,0.2046355
283,333840.000000000000000,4037610.000000000000000,0.1943270
284,333870.000000000000000,4037610.000000000000000,0.2102799
285,333900.000000000000000,4037610.000000000000000,0.2398188
286,333930.000000000000000,4037610.000000000000000,0.2351898
287,333960.000000000000000,4037610.000000000000000,0.1898089
288,333990.000000000000000,4037610.000000000000000,0.1822263
289,334020.000000000000000,4037610.000000000000000,0.2196560
290,334050.000000000000000,4037610.000000000000000,0.2370930
291,334080.000000000000000,4037610.000000000000000,0.2182836
292,334110.000000000000000,4037610.000000000000000,0.2371870
293,329760.000000000000000,4037580.000000000000000,0.1728207
294,329790.000000000000000,4037580.000000000000000,0.1656342
295,329820.000000000000000,4037580.000000000000000,0.1670988
296,329850.000000000000000,4037580.000000000000000,0.1690382
297,329880.000000000000000,4037580.000000000000000,0.1834474
298,329910.000000000000000,4037580.000000000000000,0.1883989
299,329940.000000000000000,4037580.000000000000000,0.1923434
300,329970.000000000000000,4037580.000000000000000,0.1982528
301,330000.000000000000000,4037580.000000000000000,0.1940825
302,330030.000000000000000,4037580.000000000000000,0.1952659
303,330060.000000000000000,4037580.000000000000000,0.2004211
304,330090.000000000000000,4037580.000000000000000,0.1887840
305,330120.000000000000000,4037580.000000000000000,0.1897023
306,330150.000000000000000,4037580.000000000000000,0.1996107
307,330180.000000000000000,4037580.000000000000000,0.2058184
308,330210.000000000000000,4037580.000000000000000,0.2145464
309,330240.000000000000000,4037580.000000000000000,0.2180284
310,330270.000000000000000,4037580.000000000000000,0.2342255
311,330300.000000000000000,4037580.000000000000000,0.2441359
312,330330.000000000000000,4037580.000000000000000,0.2367294
313,330360.000000000000000,4037580.000000000000000,0.2171324
314,330390.000000000000000,4037580.000000000000000,0.2080070
315,330420.000000000000000,4037580.000000000000000,0.2058401
316,330450.000000000000000,4037580.000000000000000,0.2019853
317,330480.000000000000000,4037580.000000000000000,0.2224544
318,330510.000000000000000,4037580.000000000000000,0.2091514
319,330540.000000000000000,4037580.000000000000000,0.1847760
320,330570.000000000000000,4037580.000000000000000,0.1739593
321,330600.000000000000000,4037580.000000000000000,0.1733392
322,330630.000000000000000,4037580.000000000000000,0.1790414
323,330660.000000000000000,4037580.000000000000000,0.1706964
324,330690.000000000000000,4037580.000000000000000,0.1659023
325,330720.000000000000000,4037580.000000000000000,0.1682424
326,330750.000000000000000,4037580.000000000000000,0.1631965
327,330780.000000000000000,4037580.000000000000000,0.1599631
328,330810.000000000000000,4037580.000000000000000,0.1581265
329,330840.000000000000000,4037580.000000000000000,0.1720645
330,330870.000000000000000,4037580.000000000000000,0.1762817
331,330900.000000000000000,4037580.000000000000000,0.1748560
332,330930.000000000000000,4037580.000000000000000,0.1730227
333,330960.000000000000000,4037580.000000000000000,0.1792071
334,330990.000000000000000,4037580.000000000000000,0.1727794
335,331020.000000000000000,4037580.000000000000000,0.1784808
336,331050.000000000000000,4037580.000000000000000,0.1779295
337,331080.000000000000000,4037580.000000000000000,0.1770251
338,331110.000000000000000,4037580.000000000000000,0.2239691
339,331140.000000000000000,4037580.000000000000000,0.2162702
340,331170.000000000000000,4037580.000000000000000,0.1876944
341,331200.000000000000000,4037580.000000000000000,0.2026828
342,331230.000000000000000,4037580.000000000000000,0.2179452
343,331260.000000000000000,4037580.000000000000000,0.1924497
344,331290.000000000000000,4037580.000000000000000,0.2011552
345,331320.000000000000000,4037580.000000000000000,0.2030834
346,331350.000000000000000,4037580.000000000000000,0.2042416
347,331380.000000000000000,4037580.000000000000000,0.2027629
348,331410.000000000000000,4037580.000000000000000,0.1875058
349,331440.000000000000000,4037580.000000000000000,0.1738510
350,331470.000000000000000,4037580.000000000000000,0.1676523
351,331500.000000000000000,4037580.000000000000000,0.1855822
352,331530.000000000000000,4037580.000000000000000,0.2006421
353,331560.000000000000000,4037580.000000000000000,0.1783755
354,331590.000000000000000,4037580.000000000000000,0.1944052
355,331620.000000000000000,4037580.000000000000000,0.1848754
356,331650.000000000000000,4037580.000000000000000,0.1803191
357,331680.000000000000000,4037580.000000000000000,0.1637399
358,331710.000000000000000,4037580.000000000000000,0.1693999
359,331740.000000000000000,4037580.000000000000000,0.1650414
360,331770.000000000000000,4037580.000000000000000,0.1634207
361,331800.000000000000000,4037580.000000000000000,0.1820586
362,331830.000000000000000,4037580.000000000000000,0.1757954
363,331860.000000000000000,4037580.000000000000000,0.1744902
364,331890.000000000000000,4037580.000000000000000,0.1794826
365,331920.000000000000000,4037580.000000000000000,0.1924182
366,331950.000000000000000,4037580.000000000000000,0.1923591
367,331980.000000000000000,4037580.000000000000000,0.1707421
368,332010.000000000000000,4037580.000000000000000,0.1873564
369,332040.000000000000000,4037580.000000000000000,0.1993762
370,332070.000000000000000,4037580.000000000000000,0.1742480
371,332100.000000000000000,4037580.000000000000000,0.1693537
372,332130.000000000000000,4037580.000000000000000,0.1839509
373,332160.000000000000000,4037580.000000000000000,0.1817413
374,332190.000000000000000,4037580.000000000000000,0.2073157
375,332220.000000000000000,4037580.000000000000000,0.2211072
376,332250.000000000000000,4037580.000000000000000,0.1903559
377,332280.000000000000000,4037580.000000000000000,0.2163948
378,332310.000000000000000,4037580.000000000000000,0.2744849
379,332340.000000000000000,4037580.000000000000000,0.2640373
380,332370.000000000000000,4037580.000000000000000,0.2579364
381,332400.000000000000000,4037580.000000000000000,0.1836020
382,332430.000000000000000,4037580.000000000000000,0.1687827
383,332460.000000000000000,4037580.000000000000000,0.1660279
384,332490.000000000000000,4037580.000000000000000,0.1795640
385,332520.000000000000000,4037580.000000000000000,0.2033665
386,332550.000000000000000,4037580.000000000000000,0.2060887
387,332580.000000000000000,4037580.000000000000000,0.1903055
388,332610.000000000000000,4037580.000000000000000,0.2020741
389,332640.000000000000000,4037580.000000000000000,0.1820282
390,332670.000000000000000,4037580.000000000000000,0.1635914
391,332700.000000000000000,4037580.000000000000000,0.1801430
392,332730.000000000000000,4037580.000000000000000,0.1983667
393,332760.000000000000000,4037580.000000000000000,0.2099619
394,332790.000000000000000,4037580.000000000000000,0.2193092
395,332820.000000000000000,4037580.000000000000000,0.1932966
396,332850.000000000000000,4037580.000000000000000,0.1866328
397,332880.000000000000000,4037580.000000000000000,0.1789891
398,332910.000000000000000,4037580.000000000000000,0.1758272
399,332940.000000000000000,4037580.000000000000000,0.1824120
400,332970.000000000000000,4037580.000000000000000,0.1842398
401,333000.000000000000000,4037580.000000000000000,0.1756827
402,333030.000000000000000,4037580.000000000000000,0.1972216
403,333060.000000000000000,4037580.000000000000000,0.2093122
404,333090.000000000000000,4037580.000000000000000,0.1915601
405,333120.000000000000000,4037580.000000000000000,0.2062875
406,333150.000000000000000,4037580.000000000000000,0.1927622
407,333180.000000000000000,4037580.000000000000000,0.2151535
408,333210.000000000000000,4037580.000000000000000,0.2325278
409,333240.000000000000000,4037580.000000000000000,0.1989489
410,333270.000000000000000,4037580.000000000000000,0.2856568
411,333300.000000000000000,4037580.000000000000000,0.1724047
412,333330.000000000000000,4037580.000000000000000,0.2869295
413,333360.000000000000000,4037580.000000000000000,0.3246266
414,333390.000000000000000,4037580.000000000000000,0.2567662
415,333420.000000000000000,4037580.000000000000000,0.1890994
416,333450.000000000000000,4037580.000000000000000,0.2399960
417,333480.000000000000000,4037580.000000000000000,0.1663979
418,333510.000000000000000,4037580.000000000000000,0.2234714
419,333540.000000000000000,4037580.000000000000000,0.2160474
420,333570.000000000000000,4037580.000000000000000,0.2032652
421,333600.000000000000000,4037580.000000000000000,0.1821915
422,333630.000000000000000,4037580.000000000000000,0.1693690
423,333660.000000000000000,4037580.000000000000000,0.2064536
424,333690.000000000000000,4037580.000000000000000,0.2558083
425,333720.000000000000000,4037580.000000000000000,0.3008868
426,333750.000000000000000,4037580.000000000000000,0.2950800
427,333780.000000000000000,4037580.000000000000000,0.2929820
428,333810.000000000000000,4037580.000000000000000,0.2454283
429,333840.000000000000000,4037580.000000000000000,0.1935983
430,333870.000000000000000,4037580.000000000000000,0.1968752
431,333900.000000000000000,4037580.000000000000000,0.2282443
432,333930.000000000000000,4037580.000000000000000,0.2167584
433,333960.000000000000000,4037580.000000000000000,0.1779670
434,333990.000000000000000,4037580.000000000000000,0.1791052
435,334020.000000000000000,4037580.000000000000000,0.1982327
436,334050.000000000000000,4037580.000000000000000,0.2266476
437,334080.000000000000000,4037580.000000000000000,0.2513924
438,334110.000000000000000,4037580.000000000000000,0.2526450
439,329760.000000000000000,4037550.000000000000000,0.1780664
440,329790.000000000000000,4037550.000000000000000,0.1712401
441,329820.000000000000000,4037550.000000000000000,0.1728135
442,329850.000000000000000,4037550.000000000000000,0.1750875
443,329880.000000000000000,4037550.000000000000000,0.1978507
444,329910.000000000000000,4037550.000000000000000,0.1974364
445,329940.000000000000000,4037550.000000000000000,0.1898154
446,329970.000000000000000,4037550.000000000000000,0.1897653
447,330000.000000000000000,4037550.000000000000000,0.1972388
448,330030.000000000000000,4037550.000000000000000,0.2088509
449,330060.000000000000000,4037550.000000000000000,0.2158752
450,330090.000000000000000,4037550.000000000000000,0.1915873
451,330120.000000000000000,4037550.000000000000000,0.2057517
452,330150.000000000000000,4037550.000000000000000,0.2156175
453,330180.000000000000000,4037550.000000000000000,0.2155195
454,330210.000000000000000,4037550.000000000000000,0.2170246
455,330240.000000000000000,4037550.000000000000000,0.2055362
456,330270.000000000000000,4037550.000000000000000,0.2128970
457,330300.000000000000000,4037550.000000000000000,0.2168496
458,330330.000000000000000,4037550.000000000000000,0.2360867
459,330360.000000000000000,4037550.000000000000000,0.2451961
460,330390.000000000000000,4037550.000000000000000,0.2618909
461,330420.000000000000000,4037550.000000000000000,0.2273602
462,330450.000000000000000,4037550.000000000000000,0.2068561
463,330480.000000000000000,4037550.000000000000000,0.2037820
464,330510.000000000000000,4037550.000000000000000,0.1941491
465,330540.000000000000000,4037550.000000000000000,0.1858740
466,330570.000000000000000,4037550.000000000000000,0.1743335
467,330600.000000000000000,4037550.000000000000000,0.1706195
468,330630.000000000000000,4037550.000000000000000,0.1782921
469,330660.000000000000000,4037550.000000000000000,0.1733374
470,330690.000000000000000,4037550.000000000000000,0.1765093
471,330720.000000000000000,4037550.000000000000000,0.1764548
472,330750.000000000000000,4037550.000000000000000,0.1772539
473,330780.000000000000000,4037550.000000000000000,0.1625846
474,330810.000000000000000,4037550.000000000000000,0.1723529
475,330840.000000000000000,4037550.000000000000000,0.1777585
476,330870.000000000000000,4037550.000000000000000,0.1812168
477,330900.000000000000000,4037550.000000000000000,0.1799092
478,330930.000000000000000,4037550.000000000000000,0.1796544
479,330960.000000000000000,4037550.000000000000000,0.1883727
480,330990.000000000000000,4037550.000000000000000,0.1729282
481,331020.000000000000000,4037550.000000000000000,0.2031648
482,331050.000000000000000,4037550.000000000000000,0.1825598
483,331080.000000000000000,4037550.000000000000000,0.1732851
484,331110.000000000000000,4037550.000000000000000,0.2186019
485,331140.000000000000000,4037550.000000000000000,0.2000064
486,331170.000000000000000,4037550.000000000000000,0.1819384
487,331200.000000000000000,4037550.000000000000000,0.2122608
488,331230.000000000000000,4037550.000000000000000,0.2601793
489,331260.000000000000000,4037550.000000000000000,0.2466506
490,331290.000000000000000,4037550.000000000000000,0.2199217
491,331320.000000000000000,4037550.000000000000000,0.2115661
492,331350.000000000000000,4037550.000000000000000,0.1995703
493,331380.000000000000000,4037550.000000000000000,0.2004889
494,331410.000000000000000,4037550.000000000000000,0.1854611
495,331440.000000000000000,4037550.000000000000000,0.1954430
496,331470.000000000000000,4037550.000000000000000,0.1735405
497,331500.000000000000000,4037550.000000000000000,0.1948655
498,331530.000000000000000,4037550.000000000000000,0.2189060
499,331560.000000000000000,4037550.000000000000000,0.1857912
500,331590.000000000000000,4037550.000000000000000,0.1926325
501,331620.000000000000000,4037550.000000000000000,0.1903687
502,331650.000000000000000,4037550.000000000000000,0.1973254
503,331680.000000000000000,4037550.000000000000000,0.1791689
504,331710.000000000000000,4037550.000000000000000,0.1734798
505,331740.000000000000000,4037550.000000000000000,0.1777075
506,331770.000000000000000,4037550.000000000000000,0.1650126
507,331800.000000000000000,4037550.000000000000000,0.1735721
508,331830.000000000000000,4037550.000000000000000,0.1704043
509,331860.000000000000000,4037550.000000000000000,0.1705721
510,331890.000000000000000,4037550.000000000000000,0.1719126
511,331920.000000000000000,4037550.000000000000000,0.1816052
512,331950.000000000000000,4037550.000000000000000,0.1791114
513,331980.000000000000000,4037550.000000000000000,0.1744969
514,332010.000000000000000,4037550.000000000000000,0.1780876
515,332040.000000000000000,4037550.000000000000000,0.1926971
516,332070.000000000000000,4037550.000000000000000,0.1886059
