OID_,X,Y,smi21_Clip_Band_1
119,333300.000000000000000,4037640.000000000000000,0.2067789
120,333330.000000000000000,4037640.000000000000000,0.2712254
121,333360.000000000000000,4037640.000000000000000,0.2123782
122,333390.000000000000000,4037640.000000000000000,0.2069178
123,333420.000000000000000,4037640.000000000000000,0.1761238
124,333450.000000000000000,4037640.000000000000000,0.1774563
125,333480.000000000000000,4037640.000000000000000,0.1517499
126,333510.000000000000000,4037640.000000000000000,0.1642474
127,333540.000000000000000,4037640.000000000000000,0.1713629
128,333570.000000000000000,4037640.000000000000000,0.1751364
129,333600.000000000000000,4037640.000000000000000,0.1499305
130,333630.000000000000000,4037640.000000000000000,0.1588056
131,333660.000000000000000,4037640.000000000000000,0.1879848
132,333690.000000000000000,4037640.000000000000000,0.1912985
133,333720.000000000000000,4037640.000000000000000,0.2110694
134,333750.000000000000000,4037640.000000000000000,0.2239985
135,333780.000000000000000,4037640.000000000000000,0.1818135
136,333810.000000000000000,4037640.000000000000000,0.1670780
137,333840.000000000000000,4037640.000000000000000,0.1632917
138,333870.000000000000000,4037640.000000000000000,0.1969124
139,333900.000000000000000,4037640.000000000000000,0.1888077
140,333930.000000000000000,4037640.000000000000000,0.1707060
141,333960.000000000000000,4037640.000000000000000,0.1671291
142,333990.000000000000000,4037640.000000000000000,0.1752216
143,334020.000000000000000,4037640.000000000000000,0.2015416
144,334050.000000000000000,4037640.000000000000000,0.2180514
145,334080.000000000000000,4037640.000000000000000,0.1804759
146,334110.000000000000000,4037640.000000000000000,0.1748254
147,329760.000000000000000,4037610.000000000000000,0.1345244
148,329790.000000000000000,4037610.000000000000000,0.1329799
149,329820.000000000000000,4037610.000000000000000,0.1376741
150,329850.000000000000000,4037610.000000000000000,0.1312496
151,329880.000000000000000,4037610.000000000000000,0.1393606
152,329910.000000000000000,4037610.000000000000000,0.1476974
153,329940.000000000000000,4037610.000000000000000,0.1562894
154,329970.000000000000000,4037610.000000000000000,0.1640965
155,330000.000000000000000,4037610.000000000000000,0.1639449
156,330030.000000000000000,4037610.000000000000000,0.1554126
157,330060.000000000000000,4037610.000000000000000,0.1421010
158,330090.000000000000000,4037610.000000000000000,0.1455319
159,330120.000000000000000,4037610.000000000000000,0.1561312
160,330150.000000000000000,4037610.000000000000000,0.1506370
161,330180.000000000000000,4037610.000000000000000,0.1643115
162,330210.000000000000000,4037610.000000000000000,0.1713145
163,330240.000000000000000,4037610.000000000000000,0.1790986
164,330270.000000000000000,4037610.000000000000000,0.1794208
165,330300.000000000000000,4037610.000000000000000,0.1839014
166,330330.000000000000000,4037610.000000000000000,0.1840553
167,330360.000000000000000,4037610.000000000000000,0.1628325
168,330390.000000000000000,4037610.000000000000000,0.1571776
169,330420.000000000000000,4037610.000000000000000,0.1610956
170,330450.000000000000000,4037610.000000000000000,0.1676327
171,330480.000000000000000,4037610.000000000000000,0.1932155
172,330510.000000000000000,4037610.000000000000000,0.1880115
173,330540.000000000000000,4037610.000000000000000,0.1539968
174,330570.000000000000000,4037610.000000000000000,0.1365053
175,330600.000000000000000,4037610.000000000000000,0.1453780
176,330630.000000000000000,4037610.000000000000000,0.1529441
177,330660.000000000000000,4037610.000000000000000,0.1501735
178,330690.000000000000000,4037610.000000000000000,0.1499324
179,330720.000000000000000,4037610.000000000000000,0.1520186
180,330750.000000000000000,4037610.000000000000000,0.1494786
181,330780.000000000000000,4037610.000000000000000,0.1430397
182,330810.000000000000000,4037610.000000000000000,0.1361112
183,330840.000000000000000,4037610.000000000000000,0.1402921
184,330870.000000000000000,4037610.000000000000000,0.1427919
185,330900.000000000000000,4037610.000000000000000,0.1382891
186,330930.000000000000000,4037610.000000000000000,0.1437198
187,330960.000000000000000,4037610.000000000000000,0.1397439
188,330990.000000000000000,4037610.000000000000000,0.1323844
189,331020.000000000000000,4037610.000000000000000,0.1444079
190,331050.000000000000000,4037610.000000000000000,0.1620548
191,331080.000000000000000,4037610.000000000000000,0.1493564
192,331110.000000000000000,4037610.000000000000000,0.1807387
193,331140.000000000000000,4037610.000000000000000,0.1812967
194,331170.000000000000000,4037610.000000000000000,0.1576827
195,331200.000000000000000,4037610.000000000000000,0.1672287
196,331230.000000000000000,4037610.000000000000000,0.1575152
197,331260.000000000000000,4037610.000000000000000,0.1526611
198,331290.000000000000000,4037610.000000000000000,0.1573965
199,331320.000000000000000,4037610.000000000000000,0.1578539
200,331350.000000000000000,4037610.000000000000000,0.1566376
201,331380.000000000000000,4037610.000000000000000,0.1488834
202,331410.000000000000000,4037610.000000000000000,0.1545392
203,331440.000000000000000,4037610.000000000000000,0.1451028
204,331470.000000000000000,4037610.000000000000000,0.1483809
205,331500.000000000000000,4037610.000000000000000,0.1534553
206,331530.000000000000000,4037610.000000000000000,0.1716558
207,331560.000000000000000,4037610.000000000000000,0.1577523
208,331590.000000000000000,4037610.000000000000000,0.1775551
209,331620.000000000000000,4037610.000000000000000,0.1575795
210,331650.000000000000000,4037610.000000000000000,0.1551098
211,331680.000000000000000,4037610.000000000000000,0.1410283
212,331710.000000000000000,4037610.000000000000000,0.1439409
213,331740.000000000000000,4037610.000000000000000,0.1371872
214,331770.000000000000000,4037610.000000000000000,0.1386574
215,331800.000000000000000,4037610.000000000000000,0.1439209
216,331830.000000000000000,4037610.000000000000000,0.1465325
217,331860.000000000000000,4037610.000000000000000,0.1457712
218,331890.000000000000000,4037610.000000000000000,0.1690765
219,331920.000000000000000,4037610.000000000000000,0.1907841
220,331950.000000000000000,4037610.000000000000000,0.1631415
221,331980.000000000000000,4037610.000000000000000,0.1545913
222,332010.000000000000000,4037610.000000000000000,0.1643018
223,332040.000000000000000,4037610.000000000000000,0.1772487
224,332070.000000000000000,4037610.000000000000000,0.1552062
225,332100.000000000000000,4037610.000000000000000,0.1410424
226,332130.000000000000000,4037610.000000000000000,0.1469900
227,332160.000000000000000,4037610.000000000000000,0.1553321
228,332190.000000000000000,4037610.000000000000000,0.1851942
229,332220.000000000000000,4037610.000000000000000,0.2102449
230,332250.000000000000000,4037610.000000000000000,0.1690189
231,332280.000000000000000,4037610.000000000000000,0.1736735
232,332310.000000000000000,4037610.000000000000000,0.2196091
233,332340.000000000000000,4037610.000000000000000,0.2131955
234,332370.000000000000000,4037610.000000000000000,0.1677172
235,332400.000000000000000,4037610.000000000000000,0.1513367
236,332430.000000000000000,4037610.000000000000000,0.1387208
237,332460.000000000000000,4037610.000000000000000,0.1413491
238,332490.000000000000000,4037610.000000000000000,0.1535572
239,332520.000000000000000,4037610.000000000000000,0.1638721
240,332550.000000000000000,4037610.000000000000000,0.1816939
241,332580.000000000000000,4037610.000000000000000,0.1777710
242,332610.000000000000000,4037610.000000000000000,0.1766851
243,332640.000000000000000,4037610.000000000000000,0.1632704
244,332670.000000000000000,4037610.000000000000000,0.1677905
245,332700.000000000000000,4037610.000000000000000,0.1630700
246,332730.000000000000000,4037610.000000000000000,0.1766917
247,332760.000000000000000,4037610.000000000000000,0.1985071
248,332790.000000000000000,4037610.000000000000000,0.1819199
249,332820.000000000000000,4037610.000000000000000,0.1563494
250,332850.000000000000000,4037610.000000000000000,0.1465292
251,332880.000000000000000,4037610.000000000000000,0.1476157
252,332910.000000000000000,4037610.000000000000000,0.1444241
253,332940.000000000000000,4037610.000000000000000,0.1404649
254,332970.000000000000000,4037610.000000000000000,0.1370632
255,333000.000000000000000,4037610.000000000000000,0.1435985
256,333030.000000000000000,4037610.000000000000000,0.1519062
257,333060.000000000000000,4037610.000000000000000,0.1592094
258,333090.000000000000000,4037610.000000000000000,0.1735102
259,333120.000000000000000,4037610.000000000000000,0.1855107
260,333150.000000000000000,4037610.000000000000000,0.1693174
261,333180.000000000000000,4037610.000000000000000,0.2175481
262,333210.000000000000000,4037610.000000000000000,0.2278036
263,333240.000000000000000,4037610.000000000000000,0.1879749
264,333270.000000000000000,4037610.000000000000000,0.2966496
265,333300.000000000000000,4037610.000000000000000,0.1986353
266,333330.000000000000000,4037610.000000000000000,0.2967379
267,333360.000000000000000,4037610.000000000000000,0.2674275
268,333390.000000000000000,4037610.000000000000000,0.2031322
269,333420.000000000000000,4037610.000000000000000,0.1551285
270,333450.000000000000000,4037610.000000000000000,0.1876100
271,333480.000000000000000,4037610.000000000000000,0.1372896
272,333510.000000000000000,4037610.000000000000000,0.1609573
273,333540.000000000000000,4037610.000000000000000,0.1641880
274,333570.000000000000000,4037610.000000000000000,0.1716524
275,333600.000000000000000,4037610.000000000000000,0.1633744
276,333630.000000000000000,4037610.000000000000000,0.1570072
277,333660.000000000000000,4037610.000000000000000,0.2052358
278,333690.000000000000000,4037610.000000000000000,0.2417623
279,333720.000000000000000,4037610.000000000000000,0.2418066
280,333750.000000000000000,4037610.000000000000000,0.2357107
281,333780.000000000000000,4037610.000000000000000,0.1998642
282,333810.000000000000000,4037610.000000000000000,0.1766901
283,333840.000000000000000,4037610.000000000000000,0.1632917
284,333870.000000000000000,4037610.000000000000000,0.1823161
285,333900.000000000000000,4037610.000000000000000,0.2054491
286,333930.000000000000000,4037610.000000000000000,0.1880253
287,333960.000000000000000,4037610.000000000000000,0.1708201
288,333990.000000000000000,4037610.000000000000000,0.1600669
289,334020.000000000000000,4037610.000000000000000,0.1762810
290,334050.000000000000000,4037610.000000000000000,0.1853226
291,334080.000000000000000,4037610.000000000000000,0.1814747
292,334110.000000000000000,4037610.000000000000000,0.1887456
293,329760.000000000000000,4037580.000000000000000,0.1406935
294,329790.000000000000000,4037580.000000000000000,0.1365382
295,329820.000000000000000,4037580.000000000000000,0.1333803
296,329850.000000000000000,4037580.000000000000000,0.1368674
297,329880.000000000000000,4037580.000000000000000,0.1545253
298,329910.000000000000000,4037580.000000000000000,0.1540644
299,329940.000000000000000,4037580.000000000000000,0.1597760
300,329970.000000000000000,4037580.000000000000000,0.1617601
301,330000.000000000000000,4037580.000000000000000,0.1581864
302,330030.000000000000000,4037580.000000000000000,0.1571987
303,330060.000000000000000,4037580.000000000000000,0.1693790
304,330090.000000000000000,4037580.000000000000000,0.1508234
305,330120.000000000000000,4037580.000000000000000,0.1485623
306,330150.000000000000000,4037580.000000000000000,0.1543491
307,330180.000000000000000,4037580.000000000000000,0.1719565
308,330210.000000000000000,4037580.000000000000000,0.1682214
309,330240.000000000000000,4037580.000000000000000,0.1804289
310,330270.000000000000000,4037580.000000000000000,0.2003559
311,330300.000000000000000,4037580.000000000000000,0.1989786
312,330330.000000000000000,4037580.000000000000000,0.2076334
313,330360.000000000000000,4037580.000000000000000,0.1807944
314,330390.000000000000000,4037580.000000000000000,0.1787872
315,330420.000000000000000,4037580.000000000000000,0.1665679
316,330450.000000000000000,4037580.000000000000000,0.1651376
317,330480.000000000000000,4037580.000000000000000,0.1882681
318,330510.000000000000000,4037580.000000000000000,0.1725495
319,330540.000000000000000,4037580.000000000000000,0.1584014
320,330570.000000000000000,4037580.000000000000000,0.1349991
321,330600.000000000000000,4037580.000000000000000,0.1450842
322,330630.000000000000000,4037580.000000000000000,0.1471482
323,330660.000000000000000,4037580.000000000000000,0.1470669
324,330690.000000000000000,4037580.000000000000000,0.1451290
325,330720.000000000000000,4037580.000000000000000,0.1434354
326,330750.000000000000000,4037580.000000000000000,0.1361582
327,330780.000000000000000,4037580.000000000000000,0.1346791
328,330810.000000000000000,4037580.000000000000000,0.1343288
329,330840.000000000000000,4037580.000000000000000,0.1350834
330,330870.000000000000000,4037580.000000000000000,0.1474230
331,330900.000000000000000,4037580.000000000000000,0.1412579
332,330930.000000000000000,4037580.000000000000000,0.1463980
333,330960.000000000000000,4037580.000000000000000,0.1410084
334,330990.000000000000000,4037580.000000000000000,0.1537343
335,331020.000000000000000,4037580.000000000000000,0.1613718
336,331050.000000000000000,4037580.000000000000000,0.1669425
337,331080.000000000000000,4037580.000000000000000,0.1533560
338,331110.000000000000000,4037580.000000000000000,0.1898844
339,331140.000000000000000,4037580.000000000000000,0.1808054
340,331170.000000000000000,4037580.000000000000000,0.1513257
341,331200.000000000000000,4037580.000000000000000,0.1724582
342,331230.000000000000000,4037580.000000000000000,0.1656108
343,331260.000000000000000,4037580.000000000000000,0.1667159
344,331290.000000000000000,4037580.000000000000000,0.1706210
345,331320.000000000000000,4037580.000000000000000,0.1623487
346,331350.000000000000000,4037580.000000000000000,0.1656277
347,331380.000000000000000,4037580.000000000000000,0.1591967
348,331410.000000000000000,4037580.000000000000000,0.1619201
349,331440.000000000000000,4037580.000000000000000,0.1426497
350,331470.000000000000000,4037580.000000000000000,0.1401377
351,331500.000000000000000,4037580.000000000000000,0.1560810
352,331530.000000000000000,4037580.000000000000000,0.1651287
353,331560.000000000000000,4037580.000000000000000,0.1563651
354,331590.000000000000000,4037580.000000000000000,0.1704154
355,331620.000000000000000,4037580.000000000000000,0.1653340
356,331650.000000000000000,4037580.000000000000000,0.1542191
357,331680.000000000000000,4037580.000000000000000,0.1388125
358,331710.000000000000000,4037580.000000000000000,0.1394489
359,331740.000000000000000,4037580.000000000000000,0.1375647
360,331770.000000000000000,4037580.000000000000000,0.1396383
361,331800.000000000000000,4037580.000000000000000,0.1449812
362,331830.000000000000000,4037580.000000000000000,0.1483860
363,331860.000000000000000,4037580.000000000000000,0.1444949
364,331890.000000000000000,4037580.000000000000000,0.1506909
365,331920.000000000000000,4037580.000000000000000,0.1607630
366,331950.000000000000000,4037580.000000000000000,0.1554492
367,331980.000000000000000,4037580.000000000000000,0.1427819
368,332010.000000000000000,4037580.000000000000000,0.1572676
369,332040.000000000000000,4037580.000000000000000,0.1608783
370,332070.000000000000000,4037580.000000000000000,0.1531669
371,332100.000000000000000,4037580.000000000000000,0.1501821
372,332130.000000000000000,4037580.000000000000000,0.1527468
373,332160.000000000000000,4037580.000000000000000,0.1561600
374,332190.000000000000000,4037580.000000000000000,0.1682765
375,332220.000000000000000,4037580.000000000000000,0.1952256
376,332250.000000000000000,4037580.000000000000000,0.1663899
377,332280.000000000000000,4037580.000000000000000,0.1814986
378,332310.000000000000000,4037580.000000000000000,0.2404657
379,332340.000000000000000,4037580.000000000000000,0.2255295
380,332370.000000000000000,4037580.000000000000000,0.2080837
381,332400.000000000000000,4037580.000000000000000,0.1575744
382,332430.000000000000000,4037580.000000000000000,0.1479944
383,332460.000000000000000,4037580.000000000000000,0.1510386
384,332490.000000000000000,4037580.000000000000000,0.1527846
385,332520.000000000000000,4037580.000000000000000,0.1679376
386,332550.000000000000000,4037580.000000000000000,0.1701278
387,332580.000000000000000,4037580.000000000000000,0.1633746
388,332610.000000000000000,4037580.000000000000000,0.1749178
389,332640.000000000000000,4037580.000000000000000,0.1718339
390,332670.000000000000000,4037580.000000000000000,0.1502038
391,332700.000000000000000,4037580.000000000000000,0.1515987
392,332730.000000000000000,4037580.000000000000000,0.1666912
393,332760.000000000000000,4037580.000000000000000,0.1752258
394,332790.000000000000000,4037580.000000000000000,0.1878828
395,332820.000000000000000,4037580.000000000000000,0.1631534
396,332850.000000000000000,4037580.000000000000000,0.1542270
397,332880.000000000000000,4037580.000000000000000,0.1527237
398,332910.000000000000000,4037580.000000000000000,0.1446089
399,332940.000000000000000,4037580.000000000000000,0.1500206
400,332970.000000000000000,4037580.000000000000000,0.1475517
401,333000.000000000000000,4037580.000000000000000,0.1433817
402,333030.000000000000000,4037580.000000000000000,0.1610861
403,333060.000000000000000,4037580.000000000000000,0.1614760
404,333090.000000000000000,4037580.000000000000000,0.1586858
405,333120.000000000000000,4037580.000000000000000,0.1751516
406,333150.000000000000000,4037580.000000000000000,0.1746984
407,333180.000000000000000,4037580.000000000000000,0.2253381
408,333210.000000000000000,4037580.000000000000000,0.2400931
409,333240.000000000000000,4037580.000000000000000,0.2018467
410,333270.000000000000000,4037580.000000000000000,0.2247070
411,333300.000000000000000,4037580.000000000000000,0.1549782
412,333330.000000000000000,4037580.000000000000000,0.2396986
413,333360.000000000000000,4037580.000000000000000,0.2934080
414,333390.000000000000000,4037580.000000000000000,0.2201118
415,333420.000000000000000,4037580.000000000000000,0.1702446
416,333450.000000000000000,4037580.000000000000000,0.1701198
417,333480.000000000000000,4037580.000000000000000,0.1653139
418,333510.000000000000000,4037580.000000000000000,0.1788904
419,333540.000000000000000,4037580.000000000000000,0.1747956
420,333570.000000000000000,4037580.000000000000000,0.1743628
421,333600.000000000000000,4037580.000000000000000,0.1626692
422,333630.000000000000000,4037580.000000000000000,0.1432850
423,333660.000000000000000,4037580.000000000000000,0.1736079
424,333690.000000000000000,4037580.000000000000000,0.2253794
425,333720.000000000000000,4037580.000000000000000,0.2493833
426,333750.000000000000000,4037580.000000000000000,0.3048075
427,333780.000000000000000,4037580.000000000000000,0.2497819
428,333810.000000000000000,4037580.000000000000000,0.1994720
429,333840.000000000000000,4037580.000000000000000,0.1621377
430,333870.000000000000000,4037580.000000000000000,0.1764142
431,333900.000000000000000,4037580.000000000000000,0.2093251
432,333930.000000000000000,4037580.000000000000000,0.2129346
433,333960.000000000000000,4037580.000000000000000,0.1623637
434,333990.000000000000000,4037580.000000000000000,0.1426854
435,334020.000000000000000,4037580.000000000000000,0.1740902
436,334050.000000000000000,4037580.000000000000000,0.1892630
437,334080.000000000000000,4037580.000000000000000,0.2002383
438,334110.000000000000000,4037580.000000000000000,0.2072916
439,329760.000000000000000,4037550.000000000000000,0.1543374
440,329790.000000000000000,4037550.000000000000000,0.1445792
441,329820.000000000000000,4037550.000000000000000,0.1411590
442,329850.000000000000000,4037550.000000000000000,0.1405671
443,329880.000000000000000,4037550.000000000000000,0.1595411
444,329910.000000000000000,4037550.000000000000000,0.1533725
445,329940.000000000000000,4037550.000000000000000,0.1582091
446,329970.000000000000000,4037550.000000000000000,0.1505074
447,330000.000000000000000,4037550.000000000000000,0.1646512
448,330030.000000000000000,4037550.000000000000000,0.1639380
449,330060.000000000000000,4037550.000000000000000,0.1770043
450,330090.000000000000000,4037550.000000000000000,0.1527672
451,330120.000000000000000,4037550.000000000000000,0.1596229
452,330150.000000000000000,4037550.000000000000000,0.1760374
453,330180.000000000000000,4037550.000000000000000,0.1715516
454,330210.000000000000000,4037550.000000000000000,0.1746976
455,330240.000000000000000,4037550.000000000000000,0.1657206
456,330270.000000000000000,4037550.000000000000000,0.1801722
457,330300.000000000000000,4037550.000000000000000,0.1808902
458,330330.000000000000000,4037550.000000000000000,0.2245179
459,330360.000000000000000,4037550.000000000000000,0.2353033
460,330390.000000000000000,4037550.000000000000000,0.2249899
461,330420.000000000000000,4037550.000000000000000,0.1997662
462,330450.000000000000000,4037550.000000000000000,0.1683618
463,330480.000000000000000,4037550.000000000000000,0.1682279
464,330510.000000000000000,4037550.000000000000000,0.1674348
465,330540.000000000000000,4037550.000000000000000,0.1585587
466,330570.000000000000000,4037550.000000000000000,0.1375690
467,330600.000000000000000,4037550.000000000000000,0.1374179
468,330630.000000000000000,4037550.000000000000000,0.1504088
469,330660.000000000000000,4037550.000000000000000,0.1434956
470,330690.000000000000000,4037550.000000000000000,0.1487285
471,330720.000000000000000,4037550.000000000000000,0.1434537
472,330750.000000000000000,4037550.000000000000000,0.1456896
473,330780.000000000000000,4037550.000000000000000,0.1342076
474,330810.000000000000000,4037550.000000000000000,0.1348532
475,330840.000000000000000,4037550.000000000000000,0.1498654
476,330870.000000000000000,4037550.000000000000000,0.1570299
477,330900.000000000000000,4037550.000000000000000,0.1515388
478,330930.000000000000000,4037550.000000000000000,0.1421669
479,330960.000000000000000,4037550.000000000000000,0.1515285
480,330990.000000000000000,4037550.000000000000000,0.1586990
481,331020.000000000000000,4037550.000000000000000,0.1645434
482,331050.000000000000000,4037550.000000000000000,0.1597792
483,331080.000000000000000,4037550.000000000000000,0.1437725
484,331110.000000000000000,4037550.000000000000000,0.1802542
485,331140.000000000000000,4037550.000000000000000,0.1751567
486,331170.000000000000000,4037550.000000000000000,0.1537125
487,331200.000000000000000,4037550.000000000000000,0.1669379
488,331230.000000000000000,4037550.000000000000000,0.2308815
489,331260.000000000000000,4037550.000000000000000,0.2126124
490,331290.000000000000000,4037550.000000000000000,0.1911148
491,331320.000000000000000,4037550.000000000000000,0.1665055
492,331350.000000000000000,4037550.000000000000000,0.1601116
493,331380.000000000000000,4037550.000000000000000,0.1665055
494,331410.000000000000000,4037550.000000000000000,0.1611681
495,331440.000000000000000,4037550.000000000000000,0.1515482
496,331470.000000000000000,4037550.000000000000000,0.1503112
497,331500.000000000000000,4037550.000000000000000,0.1636146
498,331530.000000000000000,4037550.000000000000000,0.1770326
499,331560.000000000000000,4037550.000000000000000,0.1595634
500,331590.000000000000000,4037550.000000000000000,0.1609035
501,331620.000000000000000,4037550.000000000000000,0.1604817
502,331650.000000000000000,4037550.000000000000000,0.1623243
503,331680.000000000000000,4037550.000000000000000,0.1444236
504,331710.000000000000000,4037550.000000000000000,0.1429379
505,331740.000000000000000,4037550.000000000000000,0.1470532
506,331770.000000000000000,4037550.000000000000000,0.1373311
507,331800.000000000000000,4037550.000000000000000,0.1372401
508,331830.000000000000000,4037550.000000000000000,0.1410359
509,331860.000000000000000,4037550.000000000000000,0.1403556
510,331890.000000000000000,4037550.000000000000000,0.1487732
511,331920.000000000000000,4037550.000000000000000,0.1494628
512,331950.000000000000000,4037550.000000000000000,0.1482664
513,331980.000000000000000,4037550.000000000000000,0.1431745
514,332010.000000000000000,4037550.000000000000000,0.1454881
515,332040.000000000000000,4037550.000000000000000,0.1642148
516,332070.000000000000000,4037550.000000000000000,0.1561955
