OID_,X,Y,smi_21_Band_1
144,762870.000000000000000,4157130.000000000000000,0.3273284
145,762900.000000000000000,4157130.000000000000000,0.2764863
146,762930.000000000000000,4157130.000000000000000,0.2748618
147,762960.000000000000000,4157130.000000000000000,0.2631648
148,762990.000000000000000,4157130.000000000000000,0.4012346
149,763020.000000000000000,4157130.000000000000000,0.3678882
150,763050.000000000000000,4157130.000000000000000,0.2533956
151,763080.000000000000000,4157130.000000000000000,0.3210929
152,763110.000000000000000,4157130.000000000000000,0.2927392
153,763140.000000000000000,4157130.000000000000000,0.2415209
154,763170.000000000000000,4157130.000000000000000,0.2043464
155,763200.000000000000000,4157130.000000000000000,0.1837210
156,763230.000000000000000,4157130.000000000000000,0.1787610
157,763260.000000000000000,4157130.000000000000000,0.1644389
158,763290.000000000000000,4157130.000000000000000,0.1909962
159,763320.000000000000000,4157130.000000000000000,0.1914705
160,763350.000000000000000,4157130.000000000000000,0.2328915
161,763380.000000000000000,4157130.000000000000000,0.2409111
162,763410.000000000000000,4157130.000000000000000,0.2506990
163,763440.000000000000000,4157130.000000000000000,0.2294192
164,763470.000000000000000,4157130.000000000000000,0.2352377
165,763500.000000000000000,4157130.000000000000000,0.2612290
166,763530.000000000000000,4157130.000000000000000,0.2842048
167,763560.000000000000000,4157130.000000000000000,0.2611015
168,763590.000000000000000,4157130.000000000000000,0.2683918
169,763620.000000000000000,4157130.000000000000000,0.3125834
170,763650.000000000000000,4157130.000000000000000,0.3495689
171,763680.000000000000000,4157130.000000000000000,0.2953445
172,763710.000000000000000,4157130.000000000000000,0.2619795
173,763740.000000000000000,4157130.000000000000000,0.3352109
174,763770.000000000000000,4157130.000000000000000,0.3732610
175,763800.000000000000000,4157130.000000000000000,0.3940765
176,763830.000000000000000,4157130.000000000000000,0.4048765
177,763860.000000000000000,4157130.000000000000000,0.4534202
178,763890.000000000000000,4157130.000000000000000,0.4697005
179,763920.000000000000000,4157130.000000000000000,0.5449508
180,763950.000000000000000,4157130.000000000000000,0.5303342
181,763980.000000000000000,4157130.000000000000000,0.4776309
182,764010.000000000000000,4157130.000000000000000,0.4433106
183,764040.000000000000000,4157130.000000000000000,0.4215134
184,764070.000000000000000,4157130.000000000000000,0.5022585
185,764100.000000000000000,4157130.000000000000000,0.3444412
186,764130.000000000000000,4157130.000000000000000,0.2470302
187,764160.000000000000000,4157130.000000000000000,0.2175689
188,764190.000000000000000,4157130.000000000000000,0.2583541
189,764220.000000000000000,4157130.000000000000000,0.3106032
190,764250.000000000000000,4157130.000000000000000,0.4189577
191,764280.000000000000000,4157130.000000000000000,0.3890072
192,764310.000000000000000,4157130.000000000000000,0.3549496
193,764340.000000000000000,4157130.000000000000000,0.5021529
194,764370.000000000000000,4157130.000000000000000,0.4841661
195,764400.000000000000000,4157130.000000000000000,0.4528175
196,764430.000000000000000,4157130.000000000000000,0.6199908
197,764460.000000000000000,4157130.000000000000000,0.6390955
198,764490.000000000000000,4157130.000000000000000,0.5805165
199,764520.000000000000000,4157130.000000000000000,0.4206846
200,764550.000000000000000,4157130.000000000000000,0.3775141
201,764580.000000000000000,4157130.000000000000000,0.4402540
202,764610.000000000000000,4157130.000000000000000,0.4469968
203,764640.000000000000000,4157130.000000000000000,0.3431694
204,764670.000000000000000,4157130.000000000000000,0.2400699
205,764700.000000000000000,4157130.000000000000000,0.2522559
206,764730.000000000000000,4157130.000000000000000,0.3437397
207,764760.000000000000000,4157130.000000000000000,0.3775120
208,764790.000000000000000,4157130.000000000000000,0.4503564
209,764820.000000000000000,4157130.000000000000000,0.5777334
210,764850.000000000000000,4157130.000000000000000,0.3121481
211,764880.000000000000000,4157130.000000000000000,0.1654411
212,764910.000000000000000,4157130.000000000000000,0.1311450
213,764940.000000000000000,4157130.000000000000000,0.1600526
214,764970.000000000000000,4157130.000000000000000,0.2090070
215,765000.000000000000000,4157130.000000000000000,0.3113646
216,765030.000000000000000,4157130.000000000000000,0.3684820
217,765060.000000000000000,4157130.000000000000000,0.4952439
218,765090.000000000000000,4157130.000000000000000,0.4608347
219,765120.000000000000000,4157130.000000000000000,0.5058821
220,765150.000000000000000,4157130.000000000000000,0.4343336
221,765180.000000000000000,4157130.000000000000000,0.3108514
222,765210.000000000000000,4157130.000000000000000,0.3863384
223,765240.000000000000000,4157130.000000000000000,0.3831461
224,765270.000000000000000,4157130.000000000000000,0.3969344
225,765300.000000000000000,4157130.000000000000000,0.3871111
226,765330.000000000000000,4157130.000000000000000,0.2753282
227,765360.000000000000000,4157130.000000000000000,0.2102994
228,765390.000000000000000,4157130.000000000000000,0.2835626
229,765420.000000000000000,4157130.000000000000000,0.1971333
230,765450.000000000000000,4157130.000000000000000,0.2743993
231,765480.000000000000000,4157130.000000000000000,0.1957729
232,765510.000000000000000,4157130.000000000000000,0.2774092
233,765540.000000000000000,4157130.000000000000000,0.2213854
234,765570.000000000000000,4157130.000000000000000,0.2955311
235,765600.000000000000000,4157130.000000000000000,0.4184797
236,765630.000000000000000,4157130.000000000000000,0.3031748
237,765660.000000000000000,4157130.000000000000000,0.2670076
238,765690.000000000000000,4157130.000000000000000,0.2523976
239,765720.000000000000000,4157130.000000000000000,0.2467232
240,765750.000000000000000,4157130.000000000000000,0.2371432
241,765780.000000000000000,4157130.000000000000000,0.2397570
242,765810.000000000000000,4157130.000000000000000,0.2277333
243,765840.000000000000000,4157130.000000000000000,0.2589225
244,765870.000000000000000,4157130.000000000000000,0.2792400
245,765900.000000000000000,4157130.000000000000000,0.2668510
246,765930.000000000000000,4157130.000000000000000,0.2566162
247,765960.000000000000000,4157130.000000000000000,0.2219296
248,765990.000000000000000,4157130.000000000000000,0.2267973
249,766020.000000000000000,4157130.000000000000000,0.3034439
250,766050.000000000000000,4157130.000000000000000,0.2968791
251,766080.000000000000000,4157130.000000000000000,0.2847408
252,766110.000000000000000,4157130.000000000000000,0.2746312
253,766140.000000000000000,4157130.000000000000000,0.2748562
254,766170.000000000000000,4157130.000000000000000,0.3871336
255,766200.000000000000000,4157130.000000000000000,0.3692162
256,766230.000000000000000,4157130.000000000000000,0.2901675
257,766260.000000000000000,4157130.000000000000000,0.3799798
258,766290.000000000000000,4157130.000000000000000,0.4157941
259,766320.000000000000000,4157130.000000000000000,0.2081770
260,766350.000000000000000,4157130.000000000000000,0.1752747
261,766380.000000000000000,4157130.000000000000000,0.2144068
262,766410.000000000000000,4157130.000000000000000,0.2385900
263,766440.000000000000000,4157130.000000000000000,0.3660044
264,766470.000000000000000,4157130.000000000000000,0.3248784
265,766500.000000000000000,4157130.000000000000000,0.3443101
266,766530.000000000000000,4157130.000000000000000,0.4166090
267,766560.000000000000000,4157130.000000000000000,0.4440815
268,766590.000000000000000,4157130.000000000000000,0.4171197
269,766620.000000000000000,4157130.000000000000000,0.2839807
270,766650.000000000000000,4157130.000000000000000,0.3200058
271,766680.000000000000000,4157130.000000000000000,0.3495802
272,766710.000000000000000,4157130.000000000000000,0.3466378
273,766740.000000000000000,4157130.000000000000000,0.3805930
274,766770.000000000000000,4157130.000000000000000,0.4697939
275,766800.000000000000000,4157130.000000000000000,0.5091558
276,766830.000000000000000,4157130.000000000000000,0.3729491
277,766860.000000000000000,4157130.000000000000000,0.3285191
278,766890.000000000000000,4157130.000000000000000,0.2983654
279,766920.000000000000000,4157130.000000000000000,0.3333682
280,766950.000000000000000,4157130.000000000000000,0.2721868
281,766980.000000000000000,4157130.000000000000000,0.2739118
282,767010.000000000000000,4157130.000000000000000,0.2632180
283,767040.000000000000000,4157130.000000000000000,0.2234303
284,767070.000000000000000,4157130.000000000000000,0.3364989
285,762840.000000000000000,4157100.000000000000000,0.3501786
286,762870.000000000000000,4157100.000000000000000,0.4169652
287,762900.000000000000000,4157100.000000000000000,0.3471228
288,762930.000000000000000,4157100.000000000000000,0.3207302
289,762960.000000000000000,4157100.000000000000000,0.3840784
290,762990.000000000000000,4157100.000000000000000,0.3989593
291,763020.000000000000000,4157100.000000000000000,0.3826372
292,763050.000000000000000,4157100.000000000000000,0.2934006
293,763080.000000000000000,4157100.000000000000000,0.2666065
294,763110.000000000000000,4157100.000000000000000,0.2618281
295,763140.000000000000000,4157100.000000000000000,0.2080359
296,763170.000000000000000,4157100.000000000000000,0.2267483
297,763200.000000000000000,4157100.000000000000000,0.2045261
298,763230.000000000000000,4157100.000000000000000,0.1743492
299,763260.000000000000000,4157100.000000000000000,0.1870731
300,763290.000000000000000,4157100.000000000000000,0.2327772
301,763320.000000000000000,4157100.000000000000000,0.2510750
302,763350.000000000000000,4157100.000000000000000,0.2377696
303,763380.000000000000000,4157100.000000000000000,0.2575275
304,763410.000000000000000,4157100.000000000000000,0.2491310
305,763440.000000000000000,4157100.000000000000000,0.2125081
306,763470.000000000000000,4157100.000000000000000,0.1992903
307,763500.000000000000000,4157100.000000000000000,0.2516764
308,763530.000000000000000,4157100.000000000000000,0.2396703
309,763560.000000000000000,4157100.000000000000000,0.1874605
310,763590.000000000000000,4157100.000000000000000,0.2175726
311,763620.000000000000000,4157100.000000000000000,0.2439227
312,763650.000000000000000,4157100.000000000000000,0.3377320
313,763680.000000000000000,4157100.000000000000000,0.3436136
314,763710.000000000000000,4157100.000000000000000,0.2456243
315,763740.000000000000000,4157100.000000000000000,0.2943631
316,763770.000000000000000,4157100.000000000000000,0.3713240
317,763800.000000000000000,4157100.000000000000000,0.3811628
318,763830.000000000000000,4157100.000000000000000,0.4527626
319,763860.000000000000000,4157100.000000000000000,0.5575409
320,763890.000000000000000,4157100.000000000000000,0.4285966
321,763920.000000000000000,4157100.000000000000000,0.3888757
322,763950.000000000000000,4157100.000000000000000,0.5130248
323,763980.000000000000000,4157100.000000000000000,0.3690260
324,764010.000000000000000,4157100.000000000000000,0.3571952
325,764040.000000000000000,4157100.000000000000000,0.3952198
326,764070.000000000000000,4157100.000000000000000,0.4968245
327,764100.000000000000000,4157100.000000000000000,0.4507039
328,764130.000000000000000,4157100.000000000000000,0.2003867
329,764160.000000000000000,4157100.000000000000000,0.2088908
330,764190.000000000000000,4157100.000000000000000,0.4100344
331,764220.000000000000000,4157100.000000000000000,0.4216312
332,764250.000000000000000,4157100.000000000000000,0.4336329
333,764280.000000000000000,4157100.000000000000000,0.5605370
334,764310.000000000000000,4157100.000000000000000,0.5423656
335,764340.000000000000000,4157100.000000000000000,0.3884513
336,764370.000000000000000,4157100.000000000000000,0.5133324
337,764400.000000000000000,4157100.000000000000000,0.5593126
338,764430.000000000000000,4157100.000000000000000,0.6689776
339,764460.000000000000000,4157100.000000000000000,0.6752797
340,764490.000000000000000,4157100.000000000000000,0.4934322
341,764520.000000000000000,4157100.000000000000000,0.4731481
342,764550.000000000000000,4157100.000000000000000,0.3485408
343,764580.000000000000000,4157100.000000000000000,0.3839260
344,764610.000000000000000,4157100.000000000000000,0.3500956
345,764640.000000000000000,4157100.000000000000000,0.3946292
346,764670.000000000000000,4157100.000000000000000,0.2778133
347,764700.000000000000000,4157100.000000000000000,0.1252111
348,764730.000000000000000,4157100.000000000000000,0.1834855
349,764760.000000000000000,4157100.000000000000000,0.4115460
350,764790.000000000000000,4157100.000000000000000,0.4497788
351,764820.000000000000000,4157100.000000000000000,0.3698545
352,764850.000000000000000,4157100.000000000000000,0.2850137
353,764880.000000000000000,4157100.000000000000000,0.1847152
354,764910.000000000000000,4157100.000000000000000,0.1865003
355,764940.000000000000000,4157100.000000000000000,0.1781023
356,764970.000000000000000,4157100.000000000000000,0.2411938
357,765000.000000000000000,4157100.000000000000000,0.3601925
358,765030.000000000000000,4157100.000000000000000,0.4051555
359,765060.000000000000000,4157100.000000000000000,0.5528965
360,765090.000000000000000,4157100.000000000000000,0.3730780
361,765120.000000000000000,4157100.000000000000000,0.2084775
362,765150.000000000000000,4157100.000000000000000,0.2011516
363,765180.000000000000000,4157100.000000000000000,0.2835677
364,765210.000000000000000,4157100.000000000000000,0.2885342
365,765240.000000000000000,4157100.000000000000000,0.1495473
366,765270.000000000000000,4157100.000000000000000,0.1596483
367,765300.000000000000000,4157100.000000000000000,0.1957960
368,765330.000000000000000,4157100.000000000000000,0.2726066
369,765360.000000000000000,4157100.000000000000000,0.2898628
370,765390.000000000000000,4157100.000000000000000,0.1991828
371,765420.000000000000000,4157100.000000000000000,0.1543440
372,765450.000000000000000,4157100.000000000000000,0.1866825
373,765480.000000000000000,4157100.000000000000000,0.2373057
374,765510.000000000000000,4157100.000000000000000,0.2487777
375,765540.000000000000000,4157100.000000000000000,0.1845273
376,765570.000000000000000,4157100.000000000000000,0.2487526
377,765600.000000000000000,4157100.000000000000000,0.3670255
378,765630.000000000000000,4157100.000000000000000,0.3872717
379,765660.000000000000000,4157100.000000000000000,0.3078853
380,765690.000000000000000,4157100.000000000000000,0.2744368
381,765720.000000000000000,4157100.000000000000000,0.2466547
382,765750.000000000000000,4157100.000000000000000,0.2366728
383,765780.000000000000000,4157100.000000000000000,0.2556536
384,765810.000000000000000,4157100.000000000000000,0.2791040
385,765840.000000000000000,4157100.000000000000000,0.2876921
386,765870.000000000000000,4157100.000000000000000,0.2626631
387,765900.000000000000000,4157100.000000000000000,0.2668128
388,765930.000000000000000,4157100.000000000000000,0.2623602
389,765960.000000000000000,4157100.000000000000000,0.2407986
390,765990.000000000000000,4157100.000000000000000,0.2666475
391,766020.000000000000000,4157100.000000000000000,0.4561724
392,766050.000000000000000,4157100.000000000000000,0.3862150
393,766080.000000000000000,4157100.000000000000000,0.2518523
394,766110.000000000000000,4157100.000000000000000,0.2769257
395,766140.000000000000000,4157100.000000000000000,0.2774354
396,766170.000000000000000,4157100.000000000000000,0.3382331
397,766200.000000000000000,4157100.000000000000000,0.2185439
398,766230.000000000000000,4157100.000000000000000,0.2459483
399,766260.000000000000000,4157100.000000000000000,0.4041003
400,766290.000000000000000,4157100.000000000000000,0.5484644
401,766320.000000000000000,4157100.000000000000000,0.3755382
402,766350.000000000000000,4157100.000000000000000,0.1837455
403,766380.000000000000000,4157100.000000000000000,0.2177500
404,766410.000000000000000,4157100.000000000000000,0.1998529
405,766440.000000000000000,4157100.000000000000000,0.3293893
406,766470.000000000000000,4157100.000000000000000,0.3195531
407,766500.000000000000000,4157100.000000000000000,0.3178159
408,766530.000000000000000,4157100.000000000000000,0.4172404
409,766560.000000000000000,4157100.000000000000000,0.3388869
410,766590.000000000000000,4157100.000000000000000,0.2942319
411,766620.000000000000000,4157100.000000000000000,0.2340665
412,766650.000000000000000,4157100.000000000000000,0.2955040
413,766680.000000000000000,4157100.000000000000000,0.3328642
414,766710.000000000000000,4157100.000000000000000,0.3372662
415,766740.000000000000000,4157100.000000000000000,0.4005243
416,766770.000000000000000,4157100.000000000000000,0.4471991
417,766800.000000000000000,4157100.000000000000000,0.4917270
418,766830.000000000000000,4157100.000000000000000,0.4013562
419,766860.000000000000000,4157100.000000000000000,0.3067229
420,766890.000000000000000,4157100.000000000000000,0.3106593
421,766920.000000000000000,4157100.000000000000000,0.2651506
422,766950.000000000000000,4157100.000000000000000,0.2986102
423,766980.000000000000000,4157100.000000000000000,0.2996611
424,767010.000000000000000,4157100.000000000000000,0.2621545
425,767040.000000000000000,4157100.000000000000000,0.2620725
426,767070.000000000000000,4157100.000000000000000,0.3484902
427,762840.000000000000000,4157070.000000000000000,0.3010205
428,762870.000000000000000,4157070.000000000000000,0.3280584
429,762900.000000000000000,4157070.000000000000000,0.3478528
430,762930.000000000000000,4157070.000000000000000,0.3763299
431,762960.000000000000000,4157070.000000000000000,0.3850444
432,762990.000000000000000,4157070.000000000000000,0.3810692
433,763020.000000000000000,4157070.000000000000000,0.3843523
434,763050.000000000000000,4157070.000000000000000,0.3599239
435,763080.000000000000000,4157070.000000000000000,0.2958697
436,763110.000000000000000,4157070.000000000000000,0.2913063
437,763140.000000000000000,4157070.000000000000000,0.2640699
438,763170.000000000000000,4157070.000000000000000,0.2172471
439,763200.000000000000000,4157070.000000000000000,0.2175702
440,763230.000000000000000,4157070.000000000000000,0.1657358
441,763260.000000000000000,4157070.000000000000000,0.1795934
442,763290.000000000000000,4157070.000000000000000,0.2157916
443,763320.000000000000000,4157070.000000000000000,0.1996682
444,763350.000000000000000,4157070.000000000000000,0.2078102
445,763380.000000000000000,4157070.000000000000000,0.2565010
446,763410.000000000000000,4157070.000000000000000,0.2501913
447,763440.000000000000000,4157070.000000000000000,0.2195219
448,763470.000000000000000,4157070.000000000000000,0.2149864
449,763500.000000000000000,4157070.000000000000000,0.2469598
450,763530.000000000000000,4157070.000000000000000,0.2400899
451,763560.000000000000000,4157070.000000000000000,0.1804157
452,763590.000000000000000,4157070.000000000000000,0.2177449
453,763620.000000000000000,4157070.000000000000000,0.1721229
454,763650.000000000000000,4157070.000000000000000,0.2686880
455,763680.000000000000000,4157070.000000000000000,0.3073815
456,763710.000000000000000,4157070.000000000000000,0.2573695
457,763740.000000000000000,4157070.000000000000000,0.3468433
458,763770.000000000000000,4157070.000000000000000,0.3246623
459,763800.000000000000000,4157070.000000000000000,0.3114079
460,763830.000000000000000,4157070.000000000000000,0.4335695
461,763860.000000000000000,4157070.000000000000000,0.5895495
462,763890.000000000000000,4157070.000000000000000,0.5066237
463,763920.000000000000000,4157070.000000000000000,0.3012269
464,763950.000000000000000,4157070.000000000000000,0.5039402
465,763980.000000000000000,4157070.000000000000000,0.5534840
466,764010.000000000000000,4157070.000000000000000,0.4265810
467,764040.000000000000000,4157070.000000000000000,0.3495861
468,764070.000000000000000,4157070.000000000000000,0.3743319
469,764100.000000000000000,4157070.000000000000000,0.4215356
470,764130.000000000000000,4157070.000000000000000,0.2372634
471,764160.000000000000000,4157070.000000000000000,0.3439028
472,764190.000000000000000,4157070.000000000000000,0.4053992
473,764220.000000000000000,4157070.000000000000000,0.3619853
474,764250.000000000000000,4157070.000000000000000,0.4682985
475,764280.000000000000000,4157070.000000000000000,0.6074380
476,764310.000000000000000,4157070.000000000000000,0.6748296
477,764340.000000000000000,4157070.000000000000000,0.4623161
478,764370.000000000000000,4157070.000000000000000,0.4903706
479,764400.000000000000000,4157070.000000000000000,0.6359488
480,764430.000000000000000,4157070.000000000000000,0.6900690
481,764460.000000000000000,4157070.000000000000000,0.5998313
482,764490.000000000000000,4157070.000000000000000,0.2540523
483,764520.000000000000000,4157070.000000000000000,0.1093023
484,764550.000000000000000,4157070.000000000000000,0.2865048
485,764580.000000000000000,4157070.000000000000000,0.3125162
486,764610.000000000000000,4157070.000000000000000,0.3866926
487,764640.000000000000000,4157070.000000000000000,0.3577233
488,764670.000000000000000,4157070.000000000000000,0.2322574
489,764700.000000000000000,4157070.000000000000000,0.1384432
490,764730.000000000000000,4157070.000000000000000,0.2919770
491,764760.000000000000000,4157070.000000000000000,0.4301997
492,764790.000000000000000,4157070.000000000000000,0.5403402
493,764820.000000000000000,4157070.000000000000000,0.3376153
494,764850.000000000000000,4157070.000000000000000,0.2975676
495,764880.000000000000000,4157070.000000000000000,0.3462892
496,764910.000000000000000,4157070.000000000000000,0.3088735
497,764940.000000000000000,4157070.000000000000000,0.3078942
498,764970.000000000000000,4157070.000000000000000,0.3404830
499,765000.000000000000000,4157070.000000000000000,0.4260426
500,765030.000000000000000,4157070.000000000000000,0.3994896
501,765060.000000000000000,4157070.000000000000000,0.5685268
502,765090.000000000000000,4157070.000000000000000,0.5407337
503,765120.000000000000000,4157070.000000000000000,0.3345592
504,765150.000000000000000,4157070.000000000000000,0.3012543
505,765180.000000000000000,4157070.000000000000000,0.2943452
506,765210.000000000000000,4157070.000000000000000,0.1883691
507,765240.000000000000000,4157070.000000000000000,0.1088259
508,765270.000000000000000,4157070.000000000000000,0.1256210
509,765300.000000000000000,4157070.000000000000000,0.1546656
510,765330.000000000000000,4157070.000000000000000,0.2682580
511,765360.000000000000000,4157070.000000000000000,0.4262110
512,765390.000000000000000,4157070.000000000000000,0.2799831
513,765420.000000000000000,4157070.000000000000000,0.1460827
514,765450.000000000000000,4157070.000000000000000,0.1806690
515,765480.000000000000000,4157070.000000000000000,0.2305975
516,765510.000000000000000,4157070.000000000000000,0.2442870
517,765540.000000000000000,4157070.000000000000000,0.2067065
