OID_,X,Y,smi_22_Band_1
2142,763170.000000000000000,4156710.000000000000000,0.1190924
2143,763200.000000000000000,4156710.000000000000000,0.1351781
2144,763230.000000000000000,4156710.000000000000000,0.1822476
2145,763260.000000000000000,4156710.000000000000000,0.2098018
2146,763290.000000000000000,4156710.000000000000000,0.3392710
2147,763320.000000000000000,4156710.000000000000000,0.3317968
2148,763350.000000000000000,4156710.000000000000000,0.2488723
2149,763380.000000000000000,4156710.000000000000000,0.3020675
2150,763410.000000000000000,4156710.000000000000000,0.2641686
2151,763440.000000000000000,4156710.000000000000000,0.2014015
2152,763470.000000000000000,4156710.000000000000000,0.2418165
2153,763500.000000000000000,4156710.000000000000000,0.2970527
2154,763530.000000000000000,4156710.000000000000000,0.3352146
2155,763560.000000000000000,4156710.000000000000000,0.2821626
2156,763590.000000000000000,4156710.000000000000000,0.2552152
2157,763620.000000000000000,4156710.000000000000000,0.1990833
2158,763650.000000000000000,4156710.000000000000000,0.2239388
2159,763680.000000000000000,4156710.000000000000000,0.2630289
2160,763710.000000000000000,4156710.000000000000000,0.2530736
2161,763740.000000000000000,4156710.000000000000000,0.2773204
2162,763770.000000000000000,4156710.000000000000000,0.2501741
2163,763800.000000000000000,4156710.000000000000000,0.2007928
2164,763830.000000000000000,4156710.000000000000000,0.2035527
2165,763860.000000000000000,4156710.000000000000000,0.2429099
2166,763890.000000000000000,4156710.000000000000000,0.2615715
2167,763920.000000000000000,4156710.000000000000000,0.2278483
2168,763950.000000000000000,4156710.000000000000000,0.1974075
2169,763980.000000000000000,4156710.000000000000000,0.1413796
2170,764010.000000000000000,4156710.000000000000000,0.1616435
2171,764040.000000000000000,4156710.000000000000000,0.2532067
2172,764070.000000000000000,4156710.000000000000000,0.3649671
2173,764100.000000000000000,4156710.000000000000000,0.4680567
2174,764130.000000000000000,4156710.000000000000000,0.4088590
2175,764160.000000000000000,4156710.000000000000000,0.3346230
2176,764190.000000000000000,4156710.000000000000000,0.2741627
2177,764220.000000000000000,4156710.000000000000000,0.2353855
2178,764250.000000000000000,4156710.000000000000000,0.2924340
2179,764280.000000000000000,4156710.000000000000000,0.3423228
2180,764310.000000000000000,4156710.000000000000000,0.3595206
2181,764340.000000000000000,4156710.000000000000000,0.3396453
2182,764370.000000000000000,4156710.000000000000000,0.2807624
2183,764400.000000000000000,4156710.000000000000000,0.2054977
2184,764430.000000000000000,4156710.000000000000000,0.1582032
2185,764460.000000000000000,4156710.000000000000000,0.1894484
2186,764490.000000000000000,4156710.000000000000000,0.2048920
2187,764520.000000000000000,4156710.000000000000000,0.1754738
2188,764550.000000000000000,4156710.000000000000000,0.1361039
2189,764580.000000000000000,4156710.000000000000000,0.1333887
2190,764610.000000000000000,4156710.000000000000000,0.1476244
2191,764640.000000000000000,4156710.000000000000000,0.1850294
2192,764670.000000000000000,4156710.000000000000000,0.1750250
2193,764700.000000000000000,4156710.000000000000000,0.1965156
2194,764730.000000000000000,4156710.000000000000000,0.2295346
2195,764760.000000000000000,4156710.000000000000000,0.2376666
2196,764790.000000000000000,4156710.000000000000000,0.2430292
2197,764820.000000000000000,4156710.000000000000000,0.2738791
2198,764850.000000000000000,4156710.000000000000000,0.2695258
2199,764880.000000000000000,4156710.000000000000000,0.2482037
2200,764910.000000000000000,4156710.000000000000000,0.3576969
2201,764940.000000000000000,4156710.000000000000000,0.4560418
2202,764970.000000000000000,4156710.000000000000000,0.4756523
2203,765000.000000000000000,4156710.000000000000000,0.5204019
2204,765030.000000000000000,4156710.000000000000000,0.5535046
2205,765060.000000000000000,4156710.000000000000000,0.3347888
2206,765090.000000000000000,4156710.000000000000000,0.3184962
2207,765120.000000000000000,4156710.000000000000000,0.4444745
2208,765150.000000000000000,4156710.000000000000000,0.6128433
2209,765180.000000000000000,4156710.000000000000000,0.4824515
2210,765210.000000000000000,4156710.000000000000000,0.2011312
2211,765240.000000000000000,4156710.000000000000000,0.1933684
2212,765270.000000000000000,4156710.000000000000000,0.1492265
2213,765300.000000000000000,4156710.000000000000000,0.1253215
2214,765330.000000000000000,4156710.000000000000000,0.1290070
2215,765360.000000000000000,4156710.000000000000000,0.1539766
2216,765390.000000000000000,4156710.000000000000000,0.1370944
2217,765420.000000000000000,4156710.000000000000000,0.1534660
2218,765450.000000000000000,4156710.000000000000000,0.1297549
2219,765480.000000000000000,4156710.000000000000000,0.1545368
2220,765510.000000000000000,4156710.000000000000000,0.2190017
2221,765540.000000000000000,4156710.000000000000000,0.1673772
2222,765570.000000000000000,4156710.000000000000000,0.1746327
2223,765600.000000000000000,4156710.000000000000000,0.1904911
2224,765630.000000000000000,4156710.000000000000000,0.1879852
2225,765660.000000000000000,4156710.000000000000000,0.1956467
2226,765690.000000000000000,4156710.000000000000000,0.1983705
2227,765720.000000000000000,4156710.000000000000000,0.2666610
2228,765750.000000000000000,4156710.000000000000000,0.1689776
2229,765780.000000000000000,4156710.000000000000000,0.1312725
2230,765810.000000000000000,4156710.000000000000000,0.1360284
2231,765840.000000000000000,4156710.000000000000000,0.1375792
2232,765870.000000000000000,4156710.000000000000000,0.1378827
2233,765900.000000000000000,4156710.000000000000000,0.1405627
2234,765930.000000000000000,4156710.000000000000000,0.1890978
2235,765960.000000000000000,4156710.000000000000000,0.2508633
2236,765990.000000000000000,4156710.000000000000000,0.1759045
2237,766020.000000000000000,4156710.000000000000000,0.1824409
2238,766050.000000000000000,4156710.000000000000000,0.2518734
2239,766080.000000000000000,4156710.000000000000000,0.3511226
2240,766110.000000000000000,4156710.000000000000000,0.3824838
2241,766140.000000000000000,4156710.000000000000000,0.3389112
2242,766170.000000000000000,4156710.000000000000000,0.3183984
2243,766200.000000000000000,4156710.000000000000000,0.2898021
2244,766230.000000000000000,4156710.000000000000000,0.2495811
2245,766260.000000000000000,4156710.000000000000000,0.3037008
2246,766290.000000000000000,4156710.000000000000000,0.3462345
2247,766320.000000000000000,4156710.000000000000000,0.3244604
2248,766350.000000000000000,4156710.000000000000000,0.3347405
2249,766380.000000000000000,4156710.000000000000000,0.2685542
2250,766410.000000000000000,4156710.000000000000000,0.2632337
2251,766440.000000000000000,4156710.000000000000000,0.2196550
2252,766470.000000000000000,4156710.000000000000000,0.2310844
2253,766500.000000000000000,4156710.000000000000000,0.2480721
2254,766530.000000000000000,4156710.000000000000000,0.2070185
2255,766560.000000000000000,4156710.000000000000000,0.2407240
2256,766590.000000000000000,4156710.000000000000000,0.2705151
2257,766620.000000000000000,4156710.000000000000000,0.2928519
2258,766650.000000000000000,4156710.000000000000000,0.2808341
2259,766680.000000000000000,4156710.000000000000000,0.4699458
2260,766710.000000000000000,4156710.000000000000000,0.3908867
2261,766740.000000000000000,4156710.000000000000000,0.3298575
2262,766770.000000000000000,4156710.000000000000000,0.1959531
2263,766800.000000000000000,4156710.000000000000000,0.2252857
2264,766830.000000000000000,4156710.000000000000000,0.2364227
2265,766860.000000000000000,4156710.000000000000000,0.3094030
2266,766890.000000000000000,4156710.000000000000000,0.3163919
2267,766920.000000000000000,4156710.000000000000000,0.3418543
2268,766950.000000000000000,4156710.000000000000000,0.3720915
2269,766980.000000000000000,4156710.000000000000000,0.4293706
2270,767010.000000000000000,4156710.000000000000000,0.4630331
2271,767040.000000000000000,4156710.000000000000000,0.4751386
2272,767070.000000000000000,4156710.000000000000000,0.3647325
2273,762840.000000000000000,4156680.000000000000000,0.2136219
2274,762870.000000000000000,4156680.000000000000000,0.3242427
2275,762900.000000000000000,4156680.000000000000000,0.2409115
2276,762930.000000000000000,4156680.000000000000000,0.1723741
2277,762960.000000000000000,4156680.000000000000000,0.1881288
2278,762990.000000000000000,4156680.000000000000000,0.1908439
2279,763020.000000000000000,4156680.000000000000000,0.1852542
2280,763050.000000000000000,4156680.000000000000000,0.2442502
2281,763080.000000000000000,4156680.000000000000000,0.1637030
2282,763110.000000000000000,4156680.000000000000000,0.1459529
2283,763140.000000000000000,4156680.000000000000000,0.1593045
2284,763170.000000000000000,4156680.000000000000000,0.1357249
2285,763200.000000000000000,4156680.000000000000000,0.1452114
2286,763230.000000000000000,4156680.000000000000000,0.1457257
2287,763260.000000000000000,4156680.000000000000000,0.1669872
2288,763290.000000000000000,4156680.000000000000000,0.2614681
2289,763320.000000000000000,4156680.000000000000000,0.3205031
2290,763350.000000000000000,4156680.000000000000000,0.2814494
2291,763380.000000000000000,4156680.000000000000000,0.2890887
2292,763410.000000000000000,4156680.000000000000000,0.2052641
2293,763440.000000000000000,4156680.000000000000000,0.2001303
2294,763470.000000000000000,4156680.000000000000000,0.1971184
2295,763500.000000000000000,4156680.000000000000000,0.1771229
2296,763530.000000000000000,4156680.000000000000000,0.2383522
2297,763560.000000000000000,4156680.000000000000000,0.2589809
2298,763590.000000000000000,4156680.000000000000000,0.2186086
2299,763620.000000000000000,4156680.000000000000000,0.1638702
2300,763650.000000000000000,4156680.000000000000000,0.1868002
2301,763680.000000000000000,4156680.000000000000000,0.2266202
2302,763710.000000000000000,4156680.000000000000000,0.2067266
2303,763740.000000000000000,4156680.000000000000000,0.2223596
2304,763770.000000000000000,4156680.000000000000000,0.2119852
2305,763800.000000000000000,4156680.000000000000000,0.2194677
2306,763830.000000000000000,4156680.000000000000000,0.1892087
2307,763860.000000000000000,4156680.000000000000000,0.2041333
2308,763890.000000000000000,4156680.000000000000000,0.2369341
2309,763920.000000000000000,4156680.000000000000000,0.2162357
2310,763950.000000000000000,4156680.000000000000000,0.2171831
2311,763980.000000000000000,4156680.000000000000000,0.1551760
2312,764010.000000000000000,4156680.000000000000000,0.2209483
2313,764040.000000000000000,4156680.000000000000000,0.3191308
2314,764070.000000000000000,4156680.000000000000000,0.3550711
2315,764100.000000000000000,4156680.000000000000000,0.4222545
2316,764130.000000000000000,4156680.000000000000000,0.4334820
2317,764160.000000000000000,4156680.000000000000000,0.4368981
2318,764190.000000000000000,4156680.000000000000000,0.4459197
2319,764220.000000000000000,4156680.000000000000000,0.2722996
2320,764250.000000000000000,4156680.000000000000000,0.2844358
2321,764280.000000000000000,4156680.000000000000000,0.3381259
2322,764310.000000000000000,4156680.000000000000000,0.3521037
2323,764340.000000000000000,4156680.000000000000000,0.3162515
2324,764370.000000000000000,4156680.000000000000000,0.3101843
2325,764400.000000000000000,4156680.000000000000000,0.2692968
2326,764430.000000000000000,4156680.000000000000000,0.2138189
2327,764460.000000000000000,4156680.000000000000000,0.2020577
2328,764490.000000000000000,4156680.000000000000000,0.1998041
2329,764520.000000000000000,4156680.000000000000000,0.2348491
2330,764550.000000000000000,4156680.000000000000000,0.1896235
2331,764580.000000000000000,4156680.000000000000000,0.1724578
2332,764610.000000000000000,4156680.000000000000000,0.2285480
2333,764640.000000000000000,4156680.000000000000000,0.3591190
2334,764670.000000000000000,4156680.000000000000000,0.3067751
2335,764700.000000000000000,4156680.000000000000000,0.2771815
2336,764730.000000000000000,4156680.000000000000000,0.2432326
2337,764760.000000000000000,4156680.000000000000000,0.2280378
2338,764790.000000000000000,4156680.000000000000000,0.2664537
2339,764820.000000000000000,4156680.000000000000000,0.2627911
2340,764850.000000000000000,4156680.000000000000000,0.2501514
2341,764880.000000000000000,4156680.000000000000000,0.1661318
2342,764910.000000000000000,4156680.000000000000000,0.2946708
2343,764940.000000000000000,4156680.000000000000000,0.3547645
2344,764970.000000000000000,4156680.000000000000000,0.3648733
2345,765000.000000000000000,4156680.000000000000000,0.4280337
2346,765030.000000000000000,4156680.000000000000000,0.4305736
2347,765060.000000000000000,4156680.000000000000000,0.1818740
2348,765090.000000000000000,4156680.000000000000000,0.2370254
2349,765120.000000000000000,4156680.000000000000000,0.3295052
2350,765150.000000000000000,4156680.000000000000000,0.5928153
2351,765180.000000000000000,4156680.000000000000000,0.3766865
2352,765210.000000000000000,4156680.000000000000000,0.2076812
2353,765240.000000000000000,4156680.000000000000000,0.2818059
2354,765270.000000000000000,4156680.000000000000000,0.1604110
2355,765300.000000000000000,4156680.000000000000000,0.1294968
2356,765330.000000000000000,4156680.000000000000000,0.1400598
2357,765360.000000000000000,4156680.000000000000000,0.1644598
2358,765390.000000000000000,4156680.000000000000000,0.1747553
2359,765420.000000000000000,4156680.000000000000000,0.3325665
2360,765450.000000000000000,4156680.000000000000000,0.2462973
2361,765480.000000000000000,4156680.000000000000000,0.2712588
2362,765510.000000000000000,4156680.000000000000000,0.3648463
2363,765540.000000000000000,4156680.000000000000000,0.2451962
2364,765570.000000000000000,4156680.000000000000000,0.1766515
2365,765600.000000000000000,4156680.000000000000000,0.1692466
2366,765630.000000000000000,4156680.000000000000000,0.1744884
2367,765660.000000000000000,4156680.000000000000000,0.1902121
2368,765690.000000000000000,4156680.000000000000000,0.1662739
2369,765720.000000000000000,4156680.000000000000000,0.1525592
2370,765750.000000000000000,4156680.000000000000000,0.1471409
2371,765780.000000000000000,4156680.000000000000000,0.1674860
2372,765810.000000000000000,4156680.000000000000000,0.1783573
2373,765840.000000000000000,4156680.000000000000000,0.1789081
2374,765870.000000000000000,4156680.000000000000000,0.1573524
2375,765900.000000000000000,4156680.000000000000000,0.1871309
2376,765930.000000000000000,4156680.000000000000000,0.2835021
2377,765960.000000000000000,4156680.000000000000000,0.3188893
2378,765990.000000000000000,4156680.000000000000000,0.3431249
2379,766020.000000000000000,4156680.000000000000000,0.3875334
2380,766050.000000000000000,4156680.000000000000000,0.3882570
2381,766080.000000000000000,4156680.000000000000000,0.4275046
2382,766110.000000000000000,4156680.000000000000000,0.4160745
2383,766140.000000000000000,4156680.000000000000000,0.3551438
2384,766170.000000000000000,4156680.000000000000000,0.3314071
2385,766200.000000000000000,4156680.000000000000000,0.2553624
2386,766230.000000000000000,4156680.000000000000000,0.2066287
2387,766260.000000000000000,4156680.000000000000000,0.2290068
2388,766290.000000000000000,4156680.000000000000000,0.2768119
2389,766320.000000000000000,4156680.000000000000000,0.2791674
2390,766350.000000000000000,4156680.000000000000000,0.3187499
2391,766380.000000000000000,4156680.000000000000000,0.2171122
2392,766410.000000000000000,4156680.000000000000000,0.3273153
2393,766440.000000000000000,4156680.000000000000000,0.2919916
2394,766470.000000000000000,4156680.000000000000000,0.2499727
2395,766500.000000000000000,4156680.000000000000000,0.2736091
2396,766530.000000000000000,4156680.000000000000000,0.2165155
2397,766560.000000000000000,4156680.000000000000000,0.1881535
2398,766590.000000000000000,4156680.000000000000000,0.2325359
2399,766620.000000000000000,4156680.000000000000000,0.2685163
2400,766650.000000000000000,4156680.000000000000000,0.2343789
2401,766680.000000000000000,4156680.000000000000000,0.3356193
2402,766710.000000000000000,4156680.000000000000000,0.4213658
2403,766740.000000000000000,4156680.000000000000000,0.3461112
2404,766770.000000000000000,4156680.000000000000000,0.2478521
2405,766800.000000000000000,4156680.000000000000000,0.2171703
2406,766830.000000000000000,4156680.000000000000000,0.2692445
2407,766860.000000000000000,4156680.000000000000000,0.3084860
2408,766890.000000000000000,4156680.000000000000000,0.3069416
2409,766920.000000000000000,4156680.000000000000000,0.3651080
2410,766950.000000000000000,4156680.000000000000000,0.4286758
2411,766980.000000000000000,4156680.000000000000000,0.3364197
2412,767010.000000000000000,4156680.000000000000000,0.3875190
2413,767040.000000000000000,4156680.000000000000000,0.3684947
2414,767070.000000000000000,4156680.000000000000000,0.3376314
2415,762840.000000000000000,4156650.000000000000000,0.2232158
2416,762870.000000000000000,4156650.000000000000000,0.3436493
2417,762900.000000000000000,4156650.000000000000000,0.2843762
2418,762930.000000000000000,4156650.000000000000000,0.1870806
2419,762960.000000000000000,4156650.000000000000000,0.1867411
2420,762990.000000000000000,4156650.000000000000000,0.1657478
2421,763020.000000000000000,4156650.000000000000000,0.1728724
2422,763050.000000000000000,4156650.000000000000000,0.2044895
2423,763080.000000000000000,4156650.000000000000000,0.2042360
2424,763110.000000000000000,4156650.000000000000000,0.1328646
2425,763140.000000000000000,4156650.000000000000000,0.1343553
2426,763170.000000000000000,4156650.000000000000000,0.1446514
2427,763200.000000000000000,4156650.000000000000000,0.1919309
2428,763230.000000000000000,4156650.000000000000000,0.1936269
2429,763260.000000000000000,4156650.000000000000000,0.2211729
2430,763290.000000000000000,4156650.000000000000000,0.2577675
2431,763320.000000000000000,4156650.000000000000000,0.3057494
2432,763350.000000000000000,4156650.000000000000000,0.3116533
2433,763380.000000000000000,4156650.000000000000000,0.2492872
2434,763410.000000000000000,4156650.000000000000000,0.1794689
2435,763440.000000000000000,4156650.000000000000000,0.1831927
2436,763470.000000000000000,4156650.000000000000000,0.2145148
2437,763500.000000000000000,4156650.000000000000000,0.1926416
2438,763530.000000000000000,4156650.000000000000000,0.2115484
2439,763560.000000000000000,4156650.000000000000000,0.2607473
2440,763590.000000000000000,4156650.000000000000000,0.2494868
2441,763620.000000000000000,4156650.000000000000000,0.1743139
2442,763650.000000000000000,4156650.000000000000000,0.1956804
2443,763680.000000000000000,4156650.000000000000000,0.1888590
2444,763710.000000000000000,4156650.000000000000000,0.1843397
2445,763740.000000000000000,4156650.000000000000000,0.1713963
2446,763770.000000000000000,4156650.000000000000000,0.2054699
2447,763800.000000000000000,4156650.000000000000000,0.2116683
2448,763830.000000000000000,4156650.000000000000000,0.1858870
2449,763860.000000000000000,4156650.000000000000000,0.1860821
2450,763890.000000000000000,4156650.000000000000000,0.2230521
2451,763920.000000000000000,4156650.000000000000000,0.2596174
2452,763950.000000000000000,4156650.000000000000000,0.2018827
2453,763980.000000000000000,4156650.000000000000000,0.1416426
2454,764010.000000000000000,4156650.000000000000000,0.2400351
2455,764040.000000000000000,4156650.000000000000000,0.2514834
2456,764070.000000000000000,4156650.000000000000000,0.3140975
2457,764100.000000000000000,4156650.000000000000000,0.3047459
2458,764130.000000000000000,4156650.000000000000000,0.2579890
2459,764160.000000000000000,4156650.000000000000000,0.3846918
2460,764190.000000000000000,4156650.000000000000000,0.5336006
2461,764220.000000000000000,4156650.000000000000000,0.4728433
2462,764250.000000000000000,4156650.000000000000000,0.2275394
2463,764280.000000000000000,4156650.000000000000000,0.3188529
2464,764310.000000000000000,4156650.000000000000000,0.3051910
2465,764340.000000000000000,4156650.000000000000000,0.2996101
2466,764370.000000000000000,4156650.000000000000000,0.2728242
2467,764400.000000000000000,4156650.000000000000000,0.2444734
2468,764430.000000000000000,4156650.000000000000000,0.2730286
2469,764460.000000000000000,4156650.000000000000000,0.2386620
2470,764490.000000000000000,4156650.000000000000000,0.1994569
2471,764520.000000000000000,4156650.000000000000000,0.2076694
2472,764550.000000000000000,4156650.000000000000000,0.1895509
2473,764580.000000000000000,4156650.000000000000000,0.2133996
2474,764610.000000000000000,4156650.000000000000000,0.2306262
2475,764640.000000000000000,4156650.000000000000000,0.2915501
2476,764670.000000000000000,4156650.000000000000000,0.3146156
2477,764700.000000000000000,4156650.000000000000000,0.3060590
2478,764730.000000000000000,4156650.000000000000000,0.2578881
2479,764760.000000000000000,4156650.000000000000000,0.2683268
2480,764790.000000000000000,4156650.000000000000000,0.2794933
2481,764820.000000000000000,4156650.000000000000000,0.2605239
2482,764850.000000000000000,4156650.000000000000000,0.2273573
2483,764880.000000000000000,4156650.000000000000000,0.1848506
2484,764910.000000000000000,4156650.000000000000000,0.2752215
2485,764940.000000000000000,4156650.000000000000000,0.2609995
2486,764970.000000000000000,4156650.000000000000000,0.2782635
2487,765000.000000000000000,4156650.000000000000000,0.3646973
2488,765030.000000000000000,4156650.000000000000000,0.4277500
2489,765060.000000000000000,4156650.000000000000000,0.3197096
2490,765090.000000000000000,4156650.000000000000000,0.2875996
2491,765120.000000000000000,4156650.000000000000000,0.2871622
2492,765150.000000000000000,4156650.000000000000000,0.5173676
2493,765180.000000000000000,4156650.000000000000000,0.3837308
2494,765210.000000000000000,4156650.000000000000000,0.2376234
2495,765240.000000000000000,4156650.000000000000000,0.2427472
2496,765270.000000000000000,4156650.000000000000000,0.1840611
2497,765300.000000000000000,4156650.000000000000000,0.1574354
2498,765330.000000000000000,4156650.000000000000000,0.1237225
2499,765360.000000000000000,4156650.000000000000000,0.1501860
2500,765390.000000000000000,4156650.000000000000000,0.1741913
2501,765420.000000000000000,4156650.000000000000000,0.2756148
2502,765450.000000000000000,4156650.000000000000000,0.2967793
2503,765480.000000000000000,4156650.000000000000000,0.3279959
2504,765510.000000000000000,4156650.000000000000000,0.4056607
2505,765540.000000000000000,4156650.000000000000000,0.3816951
2506,765570.000000000000000,4156650.000000000000000,0.2284991
2507,765600.000000000000000,4156650.000000000000000,0.1655033
2508,765630.000000000000000,4156650.000000000000000,0.1740645
2509,765660.000000000000000,4156650.000000000000000,0.2413353
2510,765690.000000000000000,4156650.000000000000000,0.2263883
2511,765720.000000000000000,4156650.000000000000000,0.1611227
2512,765750.000000000000000,4156650.000000000000000,0.1597852
2513,765780.000000000000000,4156650.000000000000000,0.2145223
2514,765810.000000000000000,4156650.000000000000000,0.3241531
2515,765840.000000000000000,4156650.000000000000000,0.3423243
2516,765870.000000000000000,4156650.000000000000000,0.2301161
2517,765900.000000000000000,4156650.000000000000000,0.2279040
2518,765930.000000000000000,4156650.000000000000000,0.2667446
2519,765960.000000000000000,4156650.000000000000000,0.2837307
2520,765990.000000000000000,4156650.000000000000000,0.3679220
2521,766020.000000000000000,4156650.000000000000000,0.3984420
2522,766050.000000000000000,4156650.000000000000000,0.3977672
2523,766080.000000000000000,4156650.000000000000000,0.3484370
2524,766110.000000000000000,4156650.000000000000000,0.2655377
2525,766140.000000000000000,4156650.000000000000000,0.2900313
2526,766170.000000000000000,4156650.000000000000000,0.2996143
2527,766200.000000000000000,4156650.000000000000000,0.2535797
2528,766230.000000000000000,4156650.000000000000000,0.2321176
2529,766260.000000000000000,4156650.000000000000000,0.2050453
2530,766290.000000000000000,4156650.000000000000000,0.2561936
2531,766320.000000000000000,4156650.000000000000000,0.3439078
2532,766350.000000000000000,4156650.000000000000000,0.3855041
2533,766380.000000000000000,4156650.000000000000000,0.2318230
2534,766410.000000000000000,4156650.000000000000000,0.2657880
2535,766440.000000000000000,4156650.000000000000000,0.2542875
2536,766470.000000000000000,4156650.000000000000000,0.2314772
2537,766500.000000000000000,4156650.000000000000000,0.2614649
2538,766530.000000000000000,4156650.000000000000000,0.2242867
2539,766560.000000000000000,4156650.000000000000000,0.1075606
2540,766590.000000000000000,4156650.000000000000000,0.1067542
2541,766620.000000000000000,4156650.000000000000000,0.2344273
2542,766650.000000000000000,4156650.000000000000000,0.2912928
2543,766680.000000000000000,4156650.000000000000000,0.2550263
2544,766710.000000000000000,4156650.000000000000000,0.3350393
2545,766740.000000000000000,4156650.000000000000000,0.3650449
2546,766770.000000000000000,4156650.000000000000000,0.2416732
2547,766800.000000000000000,4156650.000000000000000,0.1769957
2548,766830.000000000000000,4156650.000000000000000,0.2889376
2549,766860.000000000000000,4156650.000000000000000,0.3845023
2550,766890.000000000000000,4156650.000000000000000,0.3851659
2551,766920.000000000000000,4156650.000000000000000,0.4396498
2552,766950.000000000000000,4156650.000000000000000,0.4008508
2553,766980.000000000000000,4156650.000000000000000,0.3659620
2554,767010.000000000000000,4156650.000000000000000,0.3655957
2555,767040.000000000000000,4156650.000000000000000,0.3403247
2556,767070.000000000000000,4156650.000000000000000,0.3415194
2557,762840.000000000000000,4156620.000000000000000,0.2308252
2558,762870.000000000000000,4156620.000000000000000,0.2699841
2559,762900.000000000000000,4156620.000000000000000,0.3301580
2560,762930.000000000000000,4156620.000000000000000,0.2454367
2561,762960.000000000000000,4156620.000000000000000,0.1842708
2562,762990.000000000000000,4156620.000000000000000,0.1559746
2563,763020.000000000000000,4156620.000000000000000,0.1681296
2564,763050.000000000000000,4156620.000000000000000,0.1822093
2565,763080.000000000000000,4156620.000000000000000,0.2044384
2566,763110.000000000000000,4156620.000000000000000,0.1585396
2567,763140.000000000000000,4156620.000000000000000,0.1350069
2568,763170.000000000000000,4156620.000000000000000,0.1489178
2569,763200.000000000000000,4156620.000000000000000,0.1503763
2570,763230.000000000000000,4156620.000000000000000,0.1494525
2571,763260.000000000000000,4156620.000000000000000,0.2122521
2572,763290.000000000000000,4156620.000000000000000,0.2589499
2573,763320.000000000000000,4156620.000000000000000,0.2951748
2574,763350.000000000000000,4156620.000000000000000,0.2725586
2575,763380.000000000000000,4156620.000000000000000,0.1736356
2576,763410.000000000000000,4156620.000000000000000,0.1958928
2577,763440.000000000000000,4156620.000000000000000,0.1527309
2578,763470.000000000000000,4156620.000000000000000,0.1548565
2579,763500.000000000000000,4156620.000000000000000,0.1965830
2580,763530.000000000000000,4156620.000000000000000,0.1806419
2581,763560.000000000000000,4156620.000000000000000,0.2161181
2582,763590.000000000000000,4156620.000000000000000,0.3760513
2583,763620.000000000000000,4156620.000000000000000,0.2490298
2584,763650.000000000000000,4156620.000000000000000,0.2110437
2585,763680.000000000000000,4156620.000000000000000,0.1760246
2586,763710.000000000000000,4156620.000000000000000,0.1721983
2587,763740.000000000000000,4156620.000000000000000,0.2158988
2588,763770.000000000000000,4156620.000000000000000,0.2241541
2589,763800.000000000000000,4156620.000000000000000,0.2092298
2590,763830.000000000000000,4156620.000000000000000,0.2215190
2591,763860.000000000000000,4156620.000000000000000,0.1816460
2592,763890.000000000000000,4156620.000000000000000,0.1821160
2593,763920.000000000000000,4156620.000000000000000,0.1549504
2594,763950.000000000000000,4156620.000000000000000,0.2044255
2595,763980.000000000000000,4156620.000000000000000,0.1934457
2596,764010.000000000000000,4156620.000000000000000,0.3411261
2597,764040.000000000000000,4156620.000000000000000,0.2835820
2598,764070.000000000000000,4156620.000000000000000,0.2867612
2599,764100.000000000000000,4156620.000000000000000,0.2358641
2600,764130.000000000000000,4156620.000000000000000,0.1955022
2601,764160.000000000000000,4156620.000000000000000,0.2213747
2602,764190.000000000000000,4156620.000000000000000,0.3772502
2603,764220.000000000000000,4156620.000000000000000,0.4754059
2604,764250.000000000000000,4156620.000000000000000,0.3038707
2605,764280.000000000000000,4156620.000000000000000,0.2488428
2606,764310.000000000000000,4156620.000000000000000,0.3119011
2607,764340.000000000000000,4156620.000000000000000,0.3988288
2608,764370.000000000000000,4156620.000000000000000,0.2842104
2609,764400.000000000000000,4156620.000000000000000,0.2217313
2610,764430.000000000000000,4156620.000000000000000,0.2728999
2611,764460.000000000000000,4156620.000000000000000,0.2734388
2612,764490.000000000000000,4156620.000000000000000,0.2701679
2613,764520.000000000000000,4156620.000000000000000,0.2154145
2614,764550.000000000000000,4156620.000000000000000,0.2277257
2615,764580.000000000000000,4156620.000000000000000,0.1966692
2616,764610.000000000000000,4156620.000000000000000,0.2057824
2617,764640.000000000000000,4156620.000000000000000,0.2175842
2618,764670.000000000000000,4156620.000000000000000,0.3137241
2619,764700.000000000000000,4156620.000000000000000,0.3235137
2620,764730.000000000000000,4156620.000000000000000,0.2846450
2621,764760.000000000000000,4156620.000000000000000,0.3189699
2622,764790.000000000000000,4156620.000000000000000,0.3385549
2623,764820.000000000000000,4156620.000000000000000,0.3392608
2624,764850.000000000000000,4156620.000000000000000,0.2879522
2625,764880.000000000000000,4156620.000000000000000,0.2417362
2626,764910.000000000000000,4156620.000000000000000,0.2247801
2627,764940.000000000000000,4156620.000000000000000,0.2204727
2628,764970.000000000000000,4156620.000000000000000,0.2529401
2629,765000.000000000000000,4156620.000000000000000,0.3750891
2630,765030.000000000000000,4156620.000000000000000,0.4225860
2631,765060.000000000000000,4156620.000000000000000,0.3746879
2632,765090.000000000000000,4156620.000000000000000,0.2856748
2633,765120.000000000000000,4156620.000000000000000,0.2711054
2634,765150.000000000000000,4156620.000000000000000,0.3983954
2635,765180.000000000000000,4156620.000000000000000,0.3014890
2636,765210.000000000000000,4156620.000000000000000,0.2396889
2637,765240.000000000000000,4156620.000000000000000,0.1937991
2638,765270.000000000000000,4156620.000000000000000,0.1605213
2639,765300.000000000000000,4156620.000000000000000,0.1502204
2640,765330.000000000000000,4156620.000000000000000,0.1360987
