OID_,X,Y,smi_22_Band_1
197,764460.000000000000000,4157130.000000000000000,0.5427986
198,764490.000000000000000,4157130.000000000000000,0.4911366
199,764520.000000000000000,4157130.000000000000000,0.3729530
200,764550.000000000000000,4157130.000000000000000,0.3334802
201,764580.000000000000000,4157130.000000000000000,0.3899471
202,764610.000000000000000,4157130.000000000000000,0.3953136
203,764640.000000000000000,4157130.000000000000000,0.3118144
204,764670.000000000000000,4157130.000000000000000,0.2207146
205,764700.000000000000000,4157130.000000000000000,0.2181230
206,764730.000000000000000,4157130.000000000000000,0.2934479
207,764760.000000000000000,4157130.000000000000000,0.3278702
208,764790.000000000000000,4157130.000000000000000,0.3663057
209,764820.000000000000000,4157130.000000000000000,0.4782558
210,764850.000000000000000,4157130.000000000000000,0.3363647
211,764880.000000000000000,4157130.000000000000000,0.2654186
212,764910.000000000000000,4157130.000000000000000,0.2438518
213,764940.000000000000000,4157130.000000000000000,0.1940471
214,764970.000000000000000,4157130.000000000000000,0.1995365
215,765000.000000000000000,4157130.000000000000000,0.2951308
216,765030.000000000000000,4157130.000000000000000,0.3322302
217,765060.000000000000000,4157130.000000000000000,0.4170674
218,765090.000000000000000,4157130.000000000000000,0.3817894
219,765120.000000000000000,4157130.000000000000000,0.3951976
220,765150.000000000000000,4157130.000000000000000,0.3778419
221,765180.000000000000000,4157130.000000000000000,0.2945436
222,765210.000000000000000,4157130.000000000000000,0.3496582
223,765240.000000000000000,4157130.000000000000000,0.3311181
224,765270.000000000000000,4157130.000000000000000,0.3579931
225,765300.000000000000000,4157130.000000000000000,0.3108721
226,765330.000000000000000,4157130.000000000000000,0.2474764
227,765360.000000000000000,4157130.000000000000000,0.1910255
228,765390.000000000000000,4157130.000000000000000,0.2905955
229,765420.000000000000000,4157130.000000000000000,0.2109620
230,765450.000000000000000,4157130.000000000000000,0.2779694
231,765480.000000000000000,4157130.000000000000000,0.1922604
232,765510.000000000000000,4157130.000000000000000,0.2682523
233,765540.000000000000000,4157130.000000000000000,0.2099002
234,765570.000000000000000,4157130.000000000000000,0.2645799
235,765600.000000000000000,4157130.000000000000000,0.3799016
236,765630.000000000000000,4157130.000000000000000,0.2756946
237,765660.000000000000000,4157130.000000000000000,0.2384747
238,765690.000000000000000,4157130.000000000000000,0.2402265
239,765720.000000000000000,4157130.000000000000000,0.2263048
240,765750.000000000000000,4157130.000000000000000,0.2211275
241,765780.000000000000000,4157130.000000000000000,0.2219375
242,765810.000000000000000,4157130.000000000000000,0.2068979
243,765840.000000000000000,4157130.000000000000000,0.2364363
244,765870.000000000000000,4157130.000000000000000,0.2439301
245,765900.000000000000000,4157130.000000000000000,0.2266613
246,765930.000000000000000,4157130.000000000000000,0.2295534
247,765960.000000000000000,4157130.000000000000000,0.2040278
248,765990.000000000000000,4157130.000000000000000,0.2203332
249,766020.000000000000000,4157130.000000000000000,0.2597935
250,766050.000000000000000,4157130.000000000000000,0.2615410
251,766080.000000000000000,4157130.000000000000000,0.2565436
252,766110.000000000000000,4157130.000000000000000,0.2610869
253,766140.000000000000000,4157130.000000000000000,0.2558913
254,766170.000000000000000,4157130.000000000000000,0.3318056
255,766200.000000000000000,4157130.000000000000000,0.3126423
256,766230.000000000000000,4157130.000000000000000,0.2755433
257,766260.000000000000000,4157130.000000000000000,0.3456135
258,766290.000000000000000,4157130.000000000000000,0.3554490
259,766320.000000000000000,4157130.000000000000000,0.2131451
260,766350.000000000000000,4157130.000000000000000,0.1993168
261,766380.000000000000000,4157130.000000000000000,0.2026991
262,766410.000000000000000,4157130.000000000000000,0.2242671
263,766440.000000000000000,4157130.000000000000000,0.3309137
264,766470.000000000000000,4157130.000000000000000,0.2869163
265,766500.000000000000000,4157130.000000000000000,0.2959033
266,766530.000000000000000,4157130.000000000000000,0.3650157
267,766560.000000000000000,4157130.000000000000000,0.3923517
268,766590.000000000000000,4157130.000000000000000,0.3794615
269,766620.000000000000000,4157130.000000000000000,0.2437992
270,766650.000000000000000,4157130.000000000000000,0.3168175
271,766680.000000000000000,4157130.000000000000000,0.3442349
272,766710.000000000000000,4157130.000000000000000,0.3252717
273,766740.000000000000000,4157130.000000000000000,0.3447762
274,766770.000000000000000,4157130.000000000000000,0.4101578
275,766800.000000000000000,4157130.000000000000000,0.4611044
276,766830.000000000000000,4157130.000000000000000,0.3261616
277,766860.000000000000000,4157130.000000000000000,0.2982127
278,766890.000000000000000,4157130.000000000000000,0.2738721
279,766920.000000000000000,4157130.000000000000000,0.2993928
280,766950.000000000000000,4157130.000000000000000,0.2710512
281,766980.000000000000000,4157130.000000000000000,0.2719113
282,767010.000000000000000,4157130.000000000000000,0.3021787
283,767040.000000000000000,4157130.000000000000000,0.2612796
284,767070.000000000000000,4157130.000000000000000,0.2803331
285,762840.000000000000000,4157100.000000000000000,0.3021290
286,762870.000000000000000,4157100.000000000000000,0.3755979
287,762900.000000000000000,4157100.000000000000000,0.3538563
288,762930.000000000000000,4157100.000000000000000,0.2999112
289,762960.000000000000000,4157100.000000000000000,0.3573439
290,762990.000000000000000,4157100.000000000000000,0.4063853
291,763020.000000000000000,4157100.000000000000000,0.3639660
292,763050.000000000000000,4157100.000000000000000,0.2711281
293,763080.000000000000000,4157100.000000000000000,0.2192204
294,763110.000000000000000,4157100.000000000000000,0.2227793
295,763140.000000000000000,4157100.000000000000000,0.2011029
296,763170.000000000000000,4157100.000000000000000,0.2031007
297,763200.000000000000000,4157100.000000000000000,0.1829006
298,763230.000000000000000,4157100.000000000000000,0.1598455
299,763260.000000000000000,4157100.000000000000000,0.1661139
300,763290.000000000000000,4157100.000000000000000,0.1993909
301,763320.000000000000000,4157100.000000000000000,0.2197028
302,763350.000000000000000,4157100.000000000000000,0.2116065
303,763380.000000000000000,4157100.000000000000000,0.2207793
304,763410.000000000000000,4157100.000000000000000,0.2210622
305,763440.000000000000000,4157100.000000000000000,0.1902799
306,763470.000000000000000,4157100.000000000000000,0.1866610
307,763500.000000000000000,4157100.000000000000000,0.2143021
308,763530.000000000000000,4157100.000000000000000,0.2248030
309,763560.000000000000000,4157100.000000000000000,0.1731834
310,763590.000000000000000,4157100.000000000000000,0.1900082
311,763620.000000000000000,4157100.000000000000000,0.2230328
312,763650.000000000000000,4157100.000000000000000,0.2725876
313,763680.000000000000000,4157100.000000000000000,0.2823295
314,763710.000000000000000,4157100.000000000000000,0.2123633
315,763740.000000000000000,4157100.000000000000000,0.2424204
316,763770.000000000000000,4157100.000000000000000,0.3211364
317,763800.000000000000000,4157100.000000000000000,0.3353820
318,763830.000000000000000,4157100.000000000000000,0.4119250
319,763860.000000000000000,4157100.000000000000000,0.5190471
320,763890.000000000000000,4157100.000000000000000,0.3781428
321,763920.000000000000000,4157100.000000000000000,0.3512876
322,763950.000000000000000,4157100.000000000000000,0.5196157
323,763980.000000000000000,4157100.000000000000000,0.3504617
324,764010.000000000000000,4157100.000000000000000,0.3348075
325,764040.000000000000000,4157100.000000000000000,0.3569469
326,764070.000000000000000,4157100.000000000000000,0.4547261
327,764100.000000000000000,4157100.000000000000000,0.4036849
328,764130.000000000000000,4157100.000000000000000,0.1991256
329,764160.000000000000000,4157100.000000000000000,0.2159172
330,764190.000000000000000,4157100.000000000000000,0.3724194
331,764220.000000000000000,4157100.000000000000000,0.4202946
332,764250.000000000000000,4157100.000000000000000,0.4085209
333,764280.000000000000000,4157100.000000000000000,0.4979169
334,764310.000000000000000,4157100.000000000000000,0.4752817
335,764340.000000000000000,4157100.000000000000000,0.3578000
336,764370.000000000000000,4157100.000000000000000,0.4388295
337,764400.000000000000000,4157100.000000000000000,0.5015893
338,764430.000000000000000,4157100.000000000000000,0.5629627
339,764460.000000000000000,4157100.000000000000000,0.5593125
340,764490.000000000000000,4157100.000000000000000,0.3929319
341,764520.000000000000000,4157100.000000000000000,0.4403720
342,764550.000000000000000,4157100.000000000000000,0.3628083
343,764580.000000000000000,4157100.000000000000000,0.3452806
344,764610.000000000000000,4157100.000000000000000,0.3846225
345,764640.000000000000000,4157100.000000000000000,0.3729660
346,764670.000000000000000,4157100.000000000000000,0.2411596
347,764700.000000000000000,4157100.000000000000000,0.1273527
348,764730.000000000000000,4157100.000000000000000,0.1888964
349,764760.000000000000000,4157100.000000000000000,0.3035731
350,764790.000000000000000,4157100.000000000000000,0.3670814
351,764820.000000000000000,4157100.000000000000000,0.3389688
352,764850.000000000000000,4157100.000000000000000,0.2926986
353,764880.000000000000000,4157100.000000000000000,0.2543775
354,764910.000000000000000,4157100.000000000000000,0.2585649
355,764940.000000000000000,4157100.000000000000000,0.2045375
356,764970.000000000000000,4157100.000000000000000,0.2228574
357,765000.000000000000000,4157100.000000000000000,0.3238665
358,765030.000000000000000,4157100.000000000000000,0.3627768
359,765060.000000000000000,4157100.000000000000000,0.4684504
360,765090.000000000000000,4157100.000000000000000,0.3335321
361,765120.000000000000000,4157100.000000000000000,0.2042406
362,765150.000000000000000,4157100.000000000000000,0.1975928
363,765180.000000000000000,4157100.000000000000000,0.3039408
364,765210.000000000000000,4157100.000000000000000,0.2610649
365,765240.000000000000000,4157100.000000000000000,0.1540332
366,765270.000000000000000,4157100.000000000000000,0.1493270
367,765300.000000000000000,4157100.000000000000000,0.1708734
368,765330.000000000000000,4157100.000000000000000,0.2515690
369,765360.000000000000000,4157100.000000000000000,0.2429599
370,765390.000000000000000,4157100.000000000000000,0.2187597
371,765420.000000000000000,4157100.000000000000000,0.1985621
372,765450.000000000000000,4157100.000000000000000,0.1971135
373,765480.000000000000000,4157100.000000000000000,0.2246788
374,765510.000000000000000,4157100.000000000000000,0.2401564
375,765540.000000000000000,4157100.000000000000000,0.1840803
376,765570.000000000000000,4157100.000000000000000,0.2468752
377,765600.000000000000000,4157100.000000000000000,0.3129731
378,765630.000000000000000,4157100.000000000000000,0.3258924
379,765660.000000000000000,4157100.000000000000000,0.2833442
380,765690.000000000000000,4157100.000000000000000,0.2451033
381,765720.000000000000000,4157100.000000000000000,0.2285990
382,765750.000000000000000,4157100.000000000000000,0.2241373
383,765780.000000000000000,4157100.000000000000000,0.2232698
384,765810.000000000000000,4157100.000000000000000,0.2372774
385,765840.000000000000000,4157100.000000000000000,0.2522438
386,765870.000000000000000,4157100.000000000000000,0.2467593
387,765900.000000000000000,4157100.000000000000000,0.2516119
388,765930.000000000000000,4157100.000000000000000,0.2503800
389,765960.000000000000000,4157100.000000000000000,0.2430424
390,765990.000000000000000,4157100.000000000000000,0.2604292
391,766020.000000000000000,4157100.000000000000000,0.3668062
392,766050.000000000000000,4157100.000000000000000,0.3373531
393,766080.000000000000000,4157100.000000000000000,0.2340174
394,766110.000000000000000,4157100.000000000000000,0.2436731
395,766140.000000000000000,4157100.000000000000000,0.2453784
396,766170.000000000000000,4157100.000000000000000,0.2906075
397,766200.000000000000000,4157100.000000000000000,0.2185375
398,766230.000000000000000,4157100.000000000000000,0.2306040
399,766260.000000000000000,4157100.000000000000000,0.3783013
400,766290.000000000000000,4157100.000000000000000,0.5147477
401,766320.000000000000000,4157100.000000000000000,0.3710951
402,766350.000000000000000,4157100.000000000000000,0.1819661
403,766380.000000000000000,4157100.000000000000000,0.2069995
404,766410.000000000000000,4157100.000000000000000,0.1971912
405,766440.000000000000000,4157100.000000000000000,0.3087980
406,766470.000000000000000,4157100.000000000000000,0.3165545
407,766500.000000000000000,4157100.000000000000000,0.3190866
408,766530.000000000000000,4157100.000000000000000,0.3860515
409,766560.000000000000000,4157100.000000000000000,0.3261939
410,766590.000000000000000,4157100.000000000000000,0.2675028
411,766620.000000000000000,4157100.000000000000000,0.2235186
412,766650.000000000000000,4157100.000000000000000,0.2880206
413,766680.000000000000000,4157100.000000000000000,0.3230371
414,766710.000000000000000,4157100.000000000000000,0.3406112
415,766740.000000000000000,4157100.000000000000000,0.3785696
416,766770.000000000000000,4157100.000000000000000,0.4132534
417,766800.000000000000000,4157100.000000000000000,0.4407744
418,766830.000000000000000,4157100.000000000000000,0.3595832
419,766860.000000000000000,4157100.000000000000000,0.2868880
420,766890.000000000000000,4157100.000000000000000,0.2686444
421,766920.000000000000000,4157100.000000000000000,0.2516312
422,766950.000000000000000,4157100.000000000000000,0.2778202
423,766980.000000000000000,4157100.000000000000000,0.2628917
424,767010.000000000000000,4157100.000000000000000,0.2771737
425,767040.000000000000000,4157100.000000000000000,0.2721526
426,767070.000000000000000,4157100.000000000000000,0.3095884
427,762840.000000000000000,4157070.000000000000000,0.2811476
428,762870.000000000000000,4157070.000000000000000,0.3062782
429,762900.000000000000000,4157070.000000000000000,0.3417266
430,762930.000000000000000,4157070.000000000000000,0.3662340
431,762960.000000000000000,4157070.000000000000000,0.3886018
432,762990.000000000000000,4157070.000000000000000,0.3838546
433,763020.000000000000000,4157070.000000000000000,0.3702206
434,763050.000000000000000,4157070.000000000000000,0.3245442
435,763080.000000000000000,4157070.000000000000000,0.2469150
436,763110.000000000000000,4157070.000000000000000,0.2544501
437,763140.000000000000000,4157070.000000000000000,0.2482657
438,763170.000000000000000,4157070.000000000000000,0.2001786
439,763200.000000000000000,4157070.000000000000000,0.1940403
440,763230.000000000000000,4157070.000000000000000,0.1439629
441,763260.000000000000000,4157070.000000000000000,0.1650324
442,763290.000000000000000,4157070.000000000000000,0.1824223
443,763320.000000000000000,4157070.000000000000000,0.1881059
444,763350.000000000000000,4157070.000000000000000,0.1839883
445,763380.000000000000000,4157070.000000000000000,0.2073084
446,763410.000000000000000,4157070.000000000000000,0.2058010
447,763440.000000000000000,4157070.000000000000000,0.1842405
448,763470.000000000000000,4157070.000000000000000,0.1833570
449,763500.000000000000000,4157070.000000000000000,0.2160622
450,763530.000000000000000,4157070.000000000000000,0.2146054
451,763560.000000000000000,4157070.000000000000000,0.1602686
452,763590.000000000000000,4157070.000000000000000,0.1855890
453,763620.000000000000000,4157070.000000000000000,0.1571550
454,763650.000000000000000,4157070.000000000000000,0.2274982
455,763680.000000000000000,4157070.000000000000000,0.2699548
456,763710.000000000000000,4157070.000000000000000,0.2157286
457,763740.000000000000000,4157070.000000000000000,0.3190807
458,763770.000000000000000,4157070.000000000000000,0.2609886
459,763800.000000000000000,4157070.000000000000000,0.2480415
460,763830.000000000000000,4157070.000000000000000,0.4011103
461,763860.000000000000000,4157070.000000000000000,0.5013319
462,763890.000000000000000,4157070.000000000000000,0.4837830
463,763920.000000000000000,4157070.000000000000000,0.3073552
464,763950.000000000000000,4157070.000000000000000,0.4557528
465,763980.000000000000000,4157070.000000000000000,0.5066447
466,764010.000000000000000,4157070.000000000000000,0.3900517
467,764040.000000000000000,4157070.000000000000000,0.3256135
468,764070.000000000000000,4157070.000000000000000,0.3717399
469,764100.000000000000000,4157070.000000000000000,0.4162492
470,764130.000000000000000,4157070.000000000000000,0.2668234
471,764160.000000000000000,4157070.000000000000000,0.3351362
472,764190.000000000000000,4157070.000000000000000,0.3814020
473,764220.000000000000000,4157070.000000000000000,0.3198810
474,764250.000000000000000,4157070.000000000000000,0.4322010
475,764280.000000000000000,4157070.000000000000000,0.5631742
476,764310.000000000000000,4157070.000000000000000,0.6143079
477,764340.000000000000000,4157070.000000000000000,0.3942564
478,764370.000000000000000,4157070.000000000000000,0.5042577
479,764400.000000000000000,4157070.000000000000000,0.6336017
480,764430.000000000000000,4157070.000000000000000,0.6419761
481,764460.000000000000000,4157070.000000000000000,0.5443996
482,764490.000000000000000,4157070.000000000000000,0.2395035
483,764520.000000000000000,4157070.000000000000000,0.1059575
484,764550.000000000000000,4157070.000000000000000,0.2385643
485,764580.000000000000000,4157070.000000000000000,0.2853782
486,764610.000000000000000,4157070.000000000000000,0.3359321
487,764640.000000000000000,4157070.000000000000000,0.3307755
488,764670.000000000000000,4157070.000000000000000,0.2353252
489,764700.000000000000000,4157070.000000000000000,0.1433802
490,764730.000000000000000,4157070.000000000000000,0.2285426
491,764760.000000000000000,4157070.000000000000000,0.4006382
492,764790.000000000000000,4157070.000000000000000,0.5073799
493,764820.000000000000000,4157070.000000000000000,0.3235850
494,764850.000000000000000,4157070.000000000000000,0.2921027
495,764880.000000000000000,4157070.000000000000000,0.3499763
496,764910.000000000000000,4157070.000000000000000,0.2938822
497,764940.000000000000000,4157070.000000000000000,0.3186139
498,764970.000000000000000,4157070.000000000000000,0.3431242
499,765000.000000000000000,4157070.000000000000000,0.3915176
500,765030.000000000000000,4157070.000000000000000,0.3312992
501,765060.000000000000000,4157070.000000000000000,0.4619083
502,765090.000000000000000,4157070.000000000000000,0.4361957
503,765120.000000000000000,4157070.000000000000000,0.2935494
504,765150.000000000000000,4157070.000000000000000,0.2902374
505,765180.000000000000000,4157070.000000000000000,0.2869727
506,765210.000000000000000,4157070.000000000000000,0.1653584
507,765240.000000000000000,4157070.000000000000000,0.1019838
508,765270.000000000000000,4157070.000000000000000,0.1169104
509,765300.000000000000000,4157070.000000000000000,0.1283278
510,765330.000000000000000,4157070.000000000000000,0.2133585
511,765360.000000000000000,4157070.000000000000000,0.3551832
512,765390.000000000000000,4157070.000000000000000,0.2697135
513,765420.000000000000000,4157070.000000000000000,0.1944412
514,765450.000000000000000,4157070.000000000000000,0.2076030
515,765480.000000000000000,4157070.000000000000000,0.2346929
516,765510.000000000000000,4157070.000000000000000,0.2137956
